hb,temp,result
70.8,108.7,1
98.3,109.8,1
77.2,103.8,1
71.1,106.4,1
93.5,101.5,1
95.5,105.0,1
71.6,106.6,1
74.4,108.0,1
69.5,107.3,1
74.2,106.7,1
71.6,109.9,1
94.9,101.3,1
68.0,109.8,1
72.1,108.8,1
93.3,106.6,1
80.1,109.3,1
87.3,107.9,1
69.0,107.2,1
70.3,108.4,1
62.2,103.1,1
61.2,103.0,1
98.7,102.6,1
96.8,108.4,1
94.9,106.6,1
90.2,101.7,1
81.2,102.9,1
71.5,104.5,1
80.7,106.5,1
65.3,101.8,1
93.9,108.9,1
94.0,105.2,1
90.4,107.9,1
87.2,101.4,1
86.2,104.5,1
71.2,109.6,1
92.3,104.2,1
84.5,107.2,1
65.0,103.3,1
77.8,104.6,1
69.2,108.4,1
100.5,106.6,1
91.6,107.2,1
80.0,109.2,1
61.2,108.1,1
88.3,106.2,1
84.5,102.8,1
91.0,101.5,1
75.5,108.8,1
71.1,104.7,1
94.8,104.5,1
64.6,108.4,1
61.8,106.1,1
95.9,106.2,1
100.3,102.9,1
87.4,102.1,1
66.7,106.4,1
68.7,108.9,1
96.6,101.8,1
91.3,104.1,1
94.0,102.1,1
82.2,103.9,1
63.9,103.6,1
97.1,102.6,1
93.9,102.8,1
84.3,106.0,1
71.6,106.5,1
86.0,108.6,1
78.6,106.0,1
91.8,101.4,1
76.8,109.7,1
73.3,106.0,1
62.6,102.9,1
100.0,104.5,1
83.1,108.0,1
94.8,101.5,1
90.4,105.1,1
71.4,109.3,1
93.2,102.2,1
92.1,108.0,1
97.8,109.3,1
81.4,105.0,1
89.5,109.9,1
66.8,107.9,1
90.7,107.6,1
100.8,105.1,1
63.1,107.3,1
76.1,108.2,1
88.9,101.5,1
96.7,104.6,1
100.8,102.4,1
86.6,109.6,1
73.4,106.8,1
87.5,104.7,1
65.9,108.7,1
85.7,107.7,1
71.8,102.7,1
68.2,104.4,1
78.6,101.1,1
76.1,108.1,1
75.5,109.2,1
72.0,101.3,1
72.2,107.0,1
86.8,108.3,1
63.5,107.8,1
69.2,105.5,1
66.0,107.7,1
64.6,102.6,1
87.0,106.3,1
62.6,109.1,1
82.0,101.2,1
87.1,107.1,1
100.0,109.5,1
75.6,106.0,1
62.9,103.0,1
66.8,109.4,1
63.0,108.3,1
88.9,102.1,1
65.1,103.7,1
92.2,102.0,1
68.5,105.6,1
64.6,104.9,1
81.8,105.0,1
84.6,106.9,1
84.5,103.0,1
70.7,104.7,1
63.5,109.5,1
77.2,108.4,1
64.9,110.0,1
77.4,104.0,1
88.9,105.9,1
89.5,109.2,1
63.7,101.5,1
63.4,104.1,1
99.1,106.3,1
68.7,109.2,1
73.8,109.7,1
98.4,105.2,1
100.2,106.8,1
86.6,107.5,1
74.3,103.7,1
77.9,106.6,1
90.9,109.0,1
68.9,106.4,1
98.1,107.1,1
67.4,105.0,1
93.1,105.9,1
81.1,105.8,1
101.0,108.5,1
62.6,101.8,1
69.9,103.3,1
74.0,103.4,1
68.5,108.2,1
67.8,109.2,1
66.8,101.0,1
83.5,109.6,1
86.4,106.2,1
85.2,106.8,1
68.0,107.5,1
72.8,106.3,1
69.1,101.1,1
78.3,105.5,1
81.0,101.0,1
80.8,108.1,1
86.6,104.7,1
93.5,106.8,1
70.4,108.6,1
99.0,106.8,1
93.0,102.5,1
99.4,105.3,1
96.2,108.4,1
92.0,108.1,1
71.0,101.1,1
91.2,108.1,1
80.0,105.9,1
62.0,102.7,1
89.8,103.5,1
96.5,103.9,1
95.0,105.0,1
88.0,104.0,1
82.6,101.9,1
84.0,107.9,1
78.0,109.3,1
62.6,107.8,1
68.9,102.4,1
80.3,104.7,1
85.6,109.3,1
78.3,102.2,1
67.8,103.6,1
79.0,101.6,1
89.4,109.2,1
82.7,101.5,1
90.9,106.6,1
72.5,110.0,1
86.3,107.5,1
81.0,104.4,1
92.7,106.1,1
63.9,108.4,1
92.6,106.1,1
62.4,106.0,1
71.0,105.1,1
86.3,101.6,1
85.1,105.0,1
87.2,109.7,1
66.2,107.7,1
88.1,105.5,1
90.3,103.6,1
81.7,103.2,1
63.0,101.3,1
95.5,109.5,1
90.6,106.7,1
88.4,107.0,1
93.2,103.1,1
79.5,108.8,1
93.5,104.3,1
94.8,107.3,1
95.3,102.4,1
98.7,102.4,1
77.2,107.2,1
84.6,105.9,1
79.2,102.5,1
66.3,105.8,1
75.6,106.1,1
81.1,101.0,1
74.0,106.8,1
64.1,109.7,1
78.9,109.3,1
71.0,110.0,1
73.4,106.6,1
90.1,109.2,1
72.9,103.5,1
94.6,103.5,1
94.7,102.0,1
61.5,107.2,1
67.3,104.1,1
66.0,109.4,1
84.3,108.7,1
97.7,103.4,1
76.4,102.4,1
94.0,108.0,1
98.5,103.7,1
81.5,104.7,1
75.4,109.9,1
78.1,102.4,1
69.5,106.7,1
79.7,102.6,1
77.0,105.4,1
80.0,102.3,1
99.9,103.3,1
94.8,102.4,1
86.7,102.7,1
100.2,108.7,1
81.4,108.9,1
66.3,104.9,1
63.9,107.5,1
68.9,106.7,1
61.2,106.1,1
64.1,109.3,1
68.7,109.2,1
70.5,107.5,1
100.4,108.7,1
83.2,105.9,1
100.1,106.8,1
92.4,108.6,1
85.1,104.1,1
84.4,104.0,1
67.8,104.5,1
62.6,104.3,1
65.9,103.3,1
82.2,106.4,1
83.7,108.9,1
62.5,109.4,1
61.8,105.5,1
65.8,105.3,1
99.5,101.6,1
73.9,103.4,1
88.6,108.1,1
77.9,104.9,1
62.3,105.8,1
88.9,107.6,1
67.8,103.9,1
92.3,103.2,1
77.1,103.6,1
81.1,102.6,1
82.3,103.8,1
61.9,106.0,1
93.7,101.3,1
80.9,101.7,1
64.1,104.1,1
88.3,106.9,1
62.9,107.5,1
75.4,106.6,1
86.2,109.2,1
91.5,103.2,1
86.3,101.5,1
67.9,108.4,1
65.7,106.1,1
77.9,103.8,1
68.6,108.1,1
63.1,109.9,1
86.0,108.4,1
74.2,101.2,1
68.6,109.2,1
97.7,102.0,1
62.4,105.6,1
84.5,109.4,1
80.4,105.7,1
81.2,102.2,1
96.2,106.1,1
67.1,107.7,1
68.3,103.4,1
62.6,107.2,1
76.3,102.1,1
73.9,109.1,1
64.5,108.0,1
92.7,108.6,1
91.8,110.0,1
79.7,108.8,1
96.2,103.0,1
95.4,107.6,1
82.2,103.6,1
80.7,109.1,1
61.7,102.6,1
91.4,102.0,1
73.2,101.6,1
97.5,108.6,1
90.4,107.6,1
85.0,101.8,1
69.3,109.0,1
84.3,106.1,1
91.3,101.7,1
76.7,104.8,1
89.0,101.7,1
72.4,107.2,1
71.4,106.3,1
78.4,107.9,1
66.0,101.2,1
82.3,104.6,1
95.9,105.8,1
90.4,109.7,1
73.7,109.0,1
75.4,101.1,1
77.0,101.1,1
100.9,107.0,1
65.7,106.1,1
76.1,109.6,1
73.2,104.9,1
78.2,106.1,1
82.7,103.9,1
74.7,108.7,1
66.6,102.9,1
65.9,108.3,1
61.3,104.9,1
76.6,109.3,1
67.9,106.7,1
71.8,108.0,1
72.6,107.2,1
75.3,109.8,1
76.3,101.5,1
87.1,106.5,1
74.3,108.2,1
86.0,106.1,1
89.4,101.1,1
79.1,106.7,1
82.1,103.2,1
93.4,109.1,1
64.9,106.5,1
88.4,103.4,1
76.2,104.2,1
76.9,105.5,1
71.1,101.8,1
83.5,104.5,1
94.9,109.8,1
79.2,105.6,1
81.4,109.6,1
80.3,106.7,1
95.5,104.3,1
76.3,104.8,1
98.8,108.6,1
82.5,106.2,1
82.7,110.0,1
98.6,101.2,1
99.5,103.4,1
63.8,102.4,1
87.3,108.1,1
89.8,103.5,1
66.0,106.7,1
73.3,107.5,1
77.5,109.2,1
85.5,102.1,1
78.1,101.9,1
88.7,106.5,1
91.1,102.7,1
87.0,108.0,1
73.6,105.4,1
71.0,102.2,1
87.8,103.4,1
78.2,103.0,1
81.1,107.6,1
80.4,102.0,1
92.0,104.5,1
77.2,105.9,1
70.5,107.5,1
66.6,101.3,1
93.0,105.3,1
86.5,101.0,1
94.1,106.8,1
65.0,101.1,1
99.6,105.3,1
67.9,104.0,1
63.1,104.9,1
98.9,101.4,1
100.3,101.1,1
77.7,103.6,1
87.2,106.1,1
83.7,104.3,1
96.9,102.9,1
64.3,104.8,1
77.8,105.9,1
88.3,107.6,1
77.8,104.1,1
70.6,106.2,1
66.6,103.3,1
92.7,102.3,1
62.3,104.1,1
77.6,103.5,1
71.0,109.1,1
88.1,107.0,1
78.8,109.5,1
91.0,102.3,1
84.2,102.8,1
94.2,105.5,1
73.7,102.5,1
71.4,104.9,1
75.4,108.8,1
71.0,107.5,1
67.9,102.4,1
74.6,101.2,1
99.9,102.6,1
72.1,102.2,1
78.2,109.3,1
65.9,104.0,1
85.5,108.3,1
74.4,103.6,1
69.5,106.5,1
88.4,104.2,1
100.7,104.7,1
84.8,109.2,1
79.7,101.7,1
69.0,103.8,1
87.5,109.0,1
61.4,101.3,1
93.0,107.6,1
96.4,105.1,1
96.9,109.6,1
63.7,101.1,1
84.9,107.6,1
75.6,103.2,1
95.7,108.1,1
100.4,109.3,1
61.6,104.5,1
98.8,109.1,1
95.5,104.5,1
64.0,104.9,1
62.9,105.3,1
85.1,101.5,1
68.3,107.9,1
82.8,106.3,1
96.9,108.6,1
83.8,105.8,1
76.5,103.3,1
82.6,104.5,1
97.7,106.2,1
94.0,108.3,1
83.7,108.9,1
78.7,104.8,1
78.1,103.8,1
99.9,107.9,1
81.8,103.8,1
86.7,105.0,1
92.7,102.6,1
87.3,109.1,1
80.4,107.5,1
73.7,106.0,1
67.6,107.0,1
88.4,102.4,1
74.6,108.2,1
71.7,101.1,1
62.9,105.0,1
87.2,102.5,1
67.9,104.9,1
93.9,101.7,1
75.4,108.5,1
96.8,102.8,1
62.2,104.3,1
76.0,101.3,1
73.2,106.3,1
81.4,105.5,1
67.0,109.2,1
85.3,102.7,1
89.5,103.7,1
73.3,109.4,1
75.8,103.6,1
76.5,103.8,1
100.6,109.4,1
62.8,103.3,1
68.6,108.0,1
85.0,107.0,1
80.6,103.9,1
92.0,102.4,1
71.9,108.7,1
70.3,104.5,1
70.7,104.6,1
94.3,107.7,1
86.8,108.5,1
74.8,109.1,1
81.6,109.8,1
101.0,109.5,1
68.4,107.9,1
90.0,104.4,1
68.3,109.1,1
72.9,109.4,1
90.0,107.0,1
62.8,101.3,1
81.7,107.1,1
82.9,101.8,1
79.3,105.9,1
74.7,102.4,1
76.5,102.6,1
96.5,110.0,1
72.8,109.8,1
100.3,108.3,1
80.8,106.3,1
62.6,105.2,1
96.4,102.9,1
80.5,102.7,1
78.1,106.5,1
81.2,108.7,1
92.3,104.1,1
76.7,103.0,1
67.1,102.4,1
89.5,103.4,1
64.6,101.5,1
91.6,108.3,1
81.6,102.4,1
76.4,109.9,1
70.9,101.5,1
74.0,104.4,1
81.1,104.3,1
98.5,101.7,1
79.9,107.4,1
71.2,102.0,1
61.0,109.1,1
61.1,109.1,1
86.9,104.7,1
82.5,104.2,1
66.1,102.9,1
96.0,105.8,1
91.0,106.8,1
67.8,101.5,1
82.1,105.3,1
80.1,106.2,1
96.8,106.2,1
78.9,107.7,1
84.5,106.4,1
89.4,108.4,1
80.7,107.7,1
66.2,109.6,1
61.6,102.7,1
99.8,106.6,1
99.2,106.3,1
76.2,101.8,1
98.4,108.4,1
68.5,104.0,1
92.4,109.4,1
63.7,102.0,1
87.3,104.3,1
71.8,109.0,1
79.8,108.2,1
61.4,104.1,1
79.3,108.0,1
88.2,107.8,1
74.5,101.1,1
96.0,104.4,1
97.4,104.0,1
75.6,103.1,1
68.4,108.6,1
68.4,106.4,1
72.8,108.1,1
76.3,105.7,1
99.4,106.1,1
84.9,104.0,1
94.0,102.4,1
64.1,105.4,1
92.2,108.6,1
69.9,104.7,1
92.4,102.0,1
67.8,107.2,1
90.3,101.2,1
95.8,109.9,1
88.0,105.6,1
84.5,109.2,1
98.0,104.4,1
146.2,98.4,2
128.7,99.8,2
133.4,97.3,2
119.6,99.7,2
112.5,95.7,2
137.5,95.2,2
106.6,96.6,2
110.0,99.1,2
103.0,99.9,2
118.9,96.8,2
119.5,97.6,2
125.7,98.1,2
118.7,99.0,2
144.1,99.4,2
109.8,98.3,2
123.9,98.1,2
132.5,95.2,2
116.9,95.0,2
117.5,97.7,2
113.8,98.5,2
138.3,97.4,2
143.0,98.1,2
105.9,95.9,2
134.0,95.3,2
141.1,99.0,2
103.9,98.1,2
108.9,95.8,2
134.7,96.8,2
138.9,95.9,2
138.3,99.4,2
117.6,98.0,2
115.4,97.4,2
111.7,98.9,2
112.4,99.3,2
116.9,95.6,2
120.7,95.7,2
129.2,99.5,2
102.0,100.0,2
123.9,98.6,2
129.9,98.3,2
103.1,97.7,2
130.9,98.0,2
118.7,98.3,2
135.6,98.0,2
111.7,95.3,2
139.6,96.6,2
121.0,99.2,2
110.6,97.0,2
129.4,99.6,2
129.5,96.3,2
127.4,99.3,2
112.0,98.2,2
149.7,97.6,2
102.4,97.0,2
132.4,98.9,2
137.2,96.1,2
125.4,99.6,2
144.2,96.1,2
140.6,95.7,2
133.5,98.5,2
128.8,99.3,2
117.0,98.6,2
129.4,99.1,2
121.4,95.1,2
146.2,97.2,2
107.3,99.9,2
135.1,97.1,2
144.8,95.7,2
136.9,98.1,2
132.6,98.9,2
138.8,98.2,2
136.8,97.6,2
142.3,99.0,2
119.5,97.2,2
141.1,99.0,2
126.6,97.7,2
116.1,98.6,2
105.4,98.7,2
138.8,95.6,2
127.6,99.6,2
142.0,97.8,2
109.0,99.4,2
143.3,97.5,2
132.0,99.5,2
146.5,98.6,2
141.3,99.8,2
120.8,99.2,2
142.2,99.4,2
142.5,99.2,2
111.4,98.9,2
114.3,96.5,2
138.1,95.8,2
123.8,99.3,2
139.1,98.5,2
118.1,96.7,2
109.0,99.8,2
128.3,99.1,2
138.1,96.3,2
118.9,97.2,2
114.7,99.2,2
109.3,98.6,2
106.7,97.3,2
146.1,98.9,2
104.0,95.8,2
106.4,96.4,2
124.5,97.9,2
127.6,98.5,2
130.7,97.4,2
122.1,98.3,2
130.8,99.3,2
110.5,99.5,2
148.5,98.9,2
117.9,98.2,2
148.1,99.4,2
102.6,97.8,2
145.7,95.8,2
112.9,98.3,2
134.6,97.8,2
104.0,96.5,2
138.7,98.5,2
147.5,99.0,2
141.7,98.7,2
147.5,96.9,2
131.1,99.4,2
129.0,96.0,2
146.4,98.4,2
123.4,99.4,2
119.8,99.1,2
113.0,95.2,2
113.6,99.5,2
135.9,95.5,2
137.4,97.0,2
127.7,96.6,2
107.0,98.7,2
147.3,97.3,2
104.8,97.0,2
101.3,96.0,2
114.5,97.9,2
124.9,97.9,2
131.6,95.7,2
131.6,99.8,2
108.4,95.7,2
113.3,98.6,2
117.9,99.3,2
105.3,96.1,2
149.9,97.9,2
146.2,98.2,2
133.2,95.7,2
146.8,95.7,2
121.5,99.1,2
119.5,99.1,2
141.3,98.6,2
112.4,99.3,2
120.3,95.2,2
117.4,99.8,2
134.9,97.8,2
140.7,99.7,2
116.2,99.5,2
133.2,95.3,2
133.2,98.3,2
109.0,97.1,2
136.8,97.5,2
122.4,95.6,2
143.1,97.0,2
126.9,95.2,2
119.4,99.3,2
126.3,98.9,2
115.8,97.9,2
122.1,96.0,2
118.4,95.7,2
140.5,97.2,2
105.6,99.6,2
102.3,97.9,2
105.3,99.4,2
123.6,95.5,2
119.1,98.1,2
148.5,98.3,2
132.6,96.9,2
138.6,98.0,2
125.1,97.9,2
120.7,95.6,2
123.4,97.8,2
149.1,98.1,2
113.5,98.5,2
101.3,96.2,2
112.1,95.5,2
105.3,99.4,2
108.2,98.5,2
135.3,95.7,2
128.9,99.2,2
110.3,95.4,2
110.8,98.7,2
105.3,95.2,2
136.5,99.6,2
134.2,97.2,2
149.3,96.2,2
106.0,97.5,2
118.1,99.5,2
137.3,96.7,2
124.3,96.0,2
116.0,99.5,2
109.9,95.7,2
132.3,96.2,2
140.6,99.5,2
116.6,96.5,2
145.9,97.1,2
147.2,96.0,2
140.4,96.2,2
148.9,98.8,2
121.6,99.7,2
137.5,96.7,2
131.7,97.2,2
137.5,99.0,2
148.5,99.4,2
124.2,99.7,2
104.5,98.1,2
132.5,97.8,2
129.8,99.6,2
137.4,98.8,2
136.5,96.0,2
103.2,95.2,2
101.1,96.3,2
120.8,99.5,2
118.4,99.3,2
141.2,97.4,2
141.8,95.7,2
148.4,96.3,2
112.2,98.3,2
125.0,98.7,2
109.2,97.1,2
125.8,98.2,2
118.2,96.3,2
137.9,95.3,2
141.8,98.7,2
129.1,95.8,2
125.6,95.7,2
109.3,96.5,2
127.0,97.7,2
124.3,95.7,2
138.7,98.1,2
147.8,96.0,2
105.8,95.2,2
140.4,96.3,2
120.9,98.4,2
129.2,95.7,2
103.3,95.9,2
139.5,97.0,2
119.0,98.0,2
140.1,96.7,2
135.4,98.7,2
112.4,99.2,2
115.6,95.1,2
125.0,99.6,2
101.9,97.5,2
102.8,97.4,2
147.2,98.2,2
104.6,97.8,2
121.6,95.8,2
111.7,98.5,2
128.2,98.4,2
107.2,98.7,2
118.1,98.8,2
109.0,97.9,2
107.5,97.6,2
105.9,97.0,2
126.6,98.7,2
119.8,97.4,2
133.9,97.4,2
131.0,95.9,2
146.7,99.9,2
132.4,98.7,2
104.1,99.1,2
102.3,96.7,2
110.2,98.7,2
114.7,95.1,2
106.8,95.3,2
149.6,95.8,2
111.3,98.1,2
113.3,95.1,2
119.0,99.0,2
120.1,95.1,2
120.8,99.9,2
107.0,96.8,2
116.8,95.3,2
129.5,96.2,2
139.2,99.3,2
115.8,99.8,2
145.1,95.7,2
112.4,96.4,2
126.0,95.8,2
131.0,95.7,2
106.5,95.9,2
137.7,97.7,2
147.2,96.5,2
139.8,97.6,2
114.1,96.2,2
122.7,97.1,2
118.9,98.7,2
131.2,95.2,2
121.3,99.4,2
122.4,99.4,2
121.1,98.1,2
106.0,98.7,2
123.5,95.8,2
112.8,99.5,2
110.5,98.9,2
110.8,97.4,2
140.2,96.2,2
108.8,99.7,2
104.3,99.7,2
117.6,95.1,2
136.9,96.8,2
139.1,98.2,2
129.9,98.3,2
142.6,95.4,2
132.2,97.4,2
104.8,96.0,2
142.1,96.7,2
104.0,99.5,2
102.4,96.2,2
101.1,97.6,2
105.7,96.0,2
141.2,99.6,2
113.4,97.0,2
123.6,95.1,2
125.8,96.1,2
103.1,98.4,2
131.3,97.4,2
121.7,97.0,2
111.1,99.6,2
105.4,97.4,2
120.0,97.7,2
101.9,98.6,2
103.1,96.0,2
149.6,96.3,2
111.2,97.1,2
132.7,98.4,2
130.0,99.2,2
125.4,99.9,2
131.8,97.3,2
137.6,96.0,2
129.1,99.8,2
123.2,99.9,2
135.8,96.7,2
145.9,97.0,2
144.8,99.8,2
129.1,96.6,2
139.7,96.0,2
119.5,97.3,2
144.7,99.2,2
149.1,96.0,2
136.1,98.8,2
104.2,97.4,2
107.5,95.3,2
111.4,95.1,2
132.1,97.0,2
117.8,98.7,2
120.2,97.2,2
107.5,95.5,2
130.9,99.2,2
130.8,99.7,2
144.5,97.7,2
130.3,95.8,2
108.7,98.6,2
149.1,99.2,2
114.6,98.6,2
103.2,99.0,2
148.6,96.0,2
106.3,98.5,2
146.5,96.5,2
101.2,98.8,2
125.6,97.3,2
133.9,96.2,2
148.8,98.8,2
104.1,97.6,2
127.3,95.7,2
101.2,95.3,2
141.6,97.7,2
114.4,98.2,2
147.4,96.2,2
107.6,100.0,2
129.4,95.8,2
144.0,95.3,2
119.7,99.5,2
116.9,96.7,2
109.6,98.4,2
128.1,98.1,2
114.9,96.5,2
140.5,99.2,2
135.3,98.0,2
139.8,96.8,2
136.7,96.6,2
137.6,98.4,2
138.6,95.5,2
139.5,99.0,2
149.0,95.1,2
105.8,98.7,2
109.7,95.2,2
114.0,96.2,2
141.0,96.4,2
143.2,99.8,2
109.5,96.7,2
139.5,95.0,2
142.3,95.4,2
107.3,97.7,2
102.1,99.9,2
130.4,98.6,2
137.2,96.6,2
119.6,99.6,2
134.9,96.8,2
130.9,95.3,2
140.1,97.1,2
101.4,98.5,2
138.0,97.8,2
117.7,98.7,2
136.4,95.6,2
128.6,98.9,2
110.1,98.6,2
109.8,99.8,2
106.7,97.7,2
101.4,95.3,2
146.6,97.2,2
117.0,100.0,2
117.1,96.4,2
127.6,96.5,2
117.8,100.0,2
122.2,99.9,2
143.0,99.2,2
133.2,98.1,2
138.8,97.9,2
124.1,97.0,2
137.9,97.1,2
104.5,97.0,2
140.2,97.1,2
136.1,96.8,2
107.1,95.5,2
137.9,96.2,2
109.4,99.5,2
105.6,97.2,2
113.8,98.1,2
140.8,95.5,2
108.6,97.9,2
147.5,96.1,2
141.7,97.7,2
108.0,95.7,2
140.1,97.8,2
135.9,97.7,2
146.6,98.9,2
110.3,99.2,2
141.0,98.8,2
127.1,99.7,2
105.4,95.7,2
144.1,99.1,2
109.9,95.6,2
108.3,97.1,2
113.5,97.4,2
147.5,95.5,2
111.5,98.2,2
106.7,100.0,2
107.0,96.9,2
114.3,96.1,2
144.9,99.4,2
135.4,97.3,2
141.1,96.9,2
126.3,95.8,2
120.6,97.2,2
135.1,96.2,2
139.1,99.1,2
114.2,97.5,2
114.9,97.0,2
106.2,99.3,2
102.3,98.9,2
121.6,98.8,2
150.0,98.0,2
140.5,98.4,2
128.1,96.1,2
101.6,96.0,2
120.9,97.6,2
143.7,97.7,2
118.8,95.5,2
113.3,98.9,2
144.0,95.4,2
125.4,96.2,2
139.9,99.9,2
138.6,99.3,2
118.4,100.0,2
114.6,99.7,2
122.5,95.8,2
105.9,98.1,2
129.8,99.1,2
101.5,97.6,2
140.2,97.2,2
146.1,97.2,2
142.4,98.9,2
124.2,95.7,2
138.7,99.1,2
121.2,95.3,2
148.1,95.8,2
111.9,99.5,2
111.4,95.4,2
143.5,95.9,2
104.9,96.1,2
126.3,98.2,2
109.0,97.2,2
112.1,99.1,2
115.9,96.5,2
134.0,99.6,2
147.5,96.0,2
141.9,95.3,2
138.9,95.6,2
136.7,96.2,2
122.5,96.0,2
103.3,96.3,2
136.3,99.0,2
139.1,96.6,2
101.7,96.6,2
105.3,98.6,2
104.9,97.6,2
112.2,98.8,2
148.7,96.7,2
132.8,95.2,2
135.1,95.1,2
147.1,97.8,2
129.5,98.8,2
120.3,99.8,2
134.1,99.9,2
148.9,98.0,2
135.9,98.9,2
135.8,95.1,2
126.1,95.4,2
142.7,99.3,2
145.6,96.4,2
114.3,97.9,2
105.4,96.7,2
102.2,97.4,2
128.9,97.3,2
126.4,95.0,2
104.1,99.5,2
109.8,95.0,2
111.3,95.5,2
119.0,99.7,2
122.1,100.0,2
144.0,99.3,2
119.5,98.0,2
102.1,98.3,2
134.8,97.6,2
125.8,95.7,2
120.1,96.5,2
103.0,99.0,2
114.0,96.0,2
134.6,99.1,2
108.3,97.2,2
106.2,97.8,2
111.9,98.6,2
126.4,99.2,2
112.2,98.4,2
109.0,99.1,2
107.0,97.4,2
110.5,95.4,2
146.0,98.7,2
121.2,95.6,2
135.1,98.1,2
119.0,97.8,2
111.8,98.1,2
118.4,98.2,2
122.1,97.1,2
104.4,97.8,2
139.8,96.8,2
143.6,96.4,2
140.3,97.0,2
103.0,96.5,2
144.1,96.9,2
144.7,99.0,2
130.6,99.5,2
136.9,97.5,2
149.2,98.0,2
140.4,95.5,2
103.4,98.2,2
109.0,97.6,2
145.3,96.3,2
130.6,96.2,2
135.7,98.9,2
130.7,95.3,2
105.5,97.2,2
142.8,97.5,2
125.2,97.7,2
107.1,99.5,2
113.6,95.0,2
118.4,96.9,2
129.0,96.6,2
135.7,96.1,2
122.0,96.4,2
121.5,97.5,2
148.3,99.3,2
139.8,99.7,2
141.4,95.2,2
124.6,99.4,2
139.1,98.0,2
145.1,97.0,2
146.4,98.3,2
142.4,96.3,2
146.1,95.4,2
120.4,97.8,2
145.5,95.9,2
103.1,95.6,2
115.6,99.9,2
120.9,97.7,2
147.0,98.3,2
142.1,96.8,2
141.1,95.6,2
147.9,95.9,2
130.8,97.7,2
137.3,97.3,2
104.1,98.0,2
114.5,99.3,2
128.1,99.1,2
129.5,97.1,2
112.9,96.8,2
128.5,95.8,2
127.6,96.7,2
149.9,97.3,2
115.9,99.4,2
133.1,98.4,2
130.7,99.7,2
112.2,99.3,2
136.4,95.4,2
106.3,98.6,2
119.2,96.2,2
140.4,95.1,2
121.8,98.1,2
104.4,99.5,2
108.5,99.1,2
121.1,99.2,2
120.8,97.8,2
108.5,97.6,2
123.5,97.8,2
117.4,98.5,2
102.0,95.2,2
119.3,96.0,2
124.2,95.8,2
109.3,95.7,2
136.3,97.4,2
136.6,95.1,2
129.0,95.6,2
129.5,98.4,2
110.5,97.9,2
110.4,99.8,2
123.0,96.3,2
125.7,95.8,2
113.3,96.5,2
139.3,97.2,2
139.6,97.3,2
132.3,97.7,2
142.1,99.8,2
114.4,95.2,2
103.2,99.1,2
141.1,98.7,2
134.8,95.0,2
140.6,98.4,2
131.1,96.9,2
104.5,97.4,2
122.1,96.3,2
104.6,99.1,2
144.4,97.1,2
125.6,99.6,2
115.1,96.2,2
114.0,98.7,2
125.4,95.8,2
115.2,96.9,2
147.4,98.8,2
121.9,97.0,2
101.9,98.3,2
111.2,98.6,2
111.7,98.2,2
111.9,99.2,2
140.3,96.9,2
101.9,97.3,2
138.4,98.6,2
118.3,95.6,2
105.5,99.7,2
105.6,98.3,2
112.0,95.2,2
105.6,98.6,2
123.4,96.9,2
112.6,96.4,2
131.0,96.8,2
142.4,95.9,2
115.7,95.3,2
106.1,96.1,2
133.3,96.2,2
106.1,95.4,2
127.3,99.1,2
139.3,97.8,2
108.4,99.5,2
131.3,95.8,2
110.3,97.0,2
121.8,97.1,2
126.6,99.9,2
120.3,98.1,2
107.2,96.6,2
119.9,98.3,2
105.6,98.5,2
135.2,98.7,2
129.1,98.1,2
105.0,96.8,2
105.4,98.3,2
115.2,98.4,2
111.7,99.4,2
119.0,97.0,2
110.6,98.0,2
140.5,95.7,2
118.3,95.4,2
105.1,97.7,2
111.2,97.7,2
110.3,96.4,2
146.2,95.5,2
132.6,97.0,2
145.4,97.8,2
122.8,97.8,2
133.9,97.7,2
136.8,99.4,2
139.1,99.5,2
117.4,99.3,2
104.1,98.7,2
101.6,96.8,2
141.6,99.3,2
130.7,98.0,2
111.7,99.5,2
123.0,95.9,2
122.0,97.0,2
127.3,99.5,2
113.2,98.2,2
116.4,95.6,2
117.9,96.1,2
124.2,99.3,2
108.2,96.8,2
124.4,97.0,2
107.8,99.3,2
103.1,100.0,2
111.1,99.1,2
130.0,97.9,2
141.0,98.5,2
120.2,98.1,2
119.6,95.1,2
116.1,95.4,2
103.9,97.4,2
116.7,96.9,2
124.0,98.2,2
111.1,95.6,2
146.9,96.4,2
130.8,96.3,2
103.6,97.4,2
138.8,99.5,2
123.0,99.7,2
147.1,96.5,2
118.5,96.2,2
110.3,96.1,2
136.4,95.3,2
114.0,98.6,2
148.9,98.2,2
122.5,99.1,2
130.4,97.3,2
112.3,98.7,2
108.1,96.4,2
106.6,98.2,2
111.3,96.1,2
134.7,95.8,2
122.2,95.3,2
144.2,96.2,2
109.4,97.5,2
137.8,97.4,2
122.3,95.5,2
131.3,99.0,2
120.5,96.8,2
107.6,96.1,2
140.5,96.3,2
139.7,98.9,2
116.7,96.7,2
119.3,96.2,2
116.1,99.3,2
106.5,99.3,2
115.0,95.4,2
146.0,96.4,2
111.2,99.0,2
139.1,99.5,2
111.1,98.4,2
115.1,95.9,2
131.2,97.8,2
130.1,97.9,2
106.0,98.0,2
124.3,98.7,2
116.4,97.2,2
139.2,97.1,2
122.6,97.8,2
134.4,99.7,2
121.4,96.7,2
108.6,96.4,2
