temperature,rain,light,result
49.9,929.7,545.5,6
52.9,938.0,437.1,6
51.8,896.4,499.5,6
46.3,797.7,202.5,6
58.6,731.3,519.9,6
49.7,745.3,493.4,6
50.1,983.1,251.6,6
42.3,1017.9,392.8,6
45.5,805.6,239.6,6
54.4,977.6,305.0,6
53.8,705.9,283.4,6
43.0,938.1,340.9,6
44.9,953.4,543.2,6
45.1,690.0,342.3,6
48.6,762.1,471.3,6
49.3,844.7,289.2,6
48.6,830.4,279.9,6
51.8,789.2,146.3,6
52.3,648.8,211.6,6
41.7,809.2,405.2,6
42.6,900.3,320.1,6
56.2,852.3,146.4,6
56.7,641.6,208.3,6
44.8,734.3,490.4,6
58.0,855.6,388.6,6
45.3,705.8,512.8,6
58.6,961.8,528.0,6
54.4,736.0,542.8,6
58.8,749.6,174.1,6
53.3,634.9,210.0,6
49.3,720.3,520.0,6
47.3,622.5,492.5,6
52.0,881.2,278.2,6
48.9,856.5,141.0,6
41.3,967.6,303.8,6
42.6,908.8,441.4,6
57.0,745.2,490.9,6
41.1,960.5,263.2,6
46.7,732.6,276.8,6
44.0,849.4,497.3,6
49.4,984.1,272.0,6
57.8,866.8,147.2,6
48.6,844.4,398.9,6
56.3,669.4,382.5,6
57.5,957.7,332.3,6
43.5,635.9,421.4,6
57.3,759.0,259.2,6
51.8,947.8,499.8,6
53.1,790.7,265.7,6
41.4,607.6,408.5,6
41.4,651.7,413.3,6
52.9,686.9,163.4,6
56.2,700.0,389.9,6
41.2,667.6,328.7,6
45.5,935.9,412.1,6
47.5,905.3,535.5,6
59.5,893.7,283.2,6
45.0,915.2,234.7,6
58.7,748.2,279.7,6
44.0,889.4,436.5,6
46.0,833.4,150.9,6
45.3,969.7,378.7,6
51.0,702.3,353.3,6
44.1,738.4,284.3,6
53.8,840.6,384.0,6
58.6,962.7,510.6,6
51.9,973.8,547.4,6
49.0,963.3,213.5,6
53.8,657.1,407.2,6
55.2,605.5,426.8,6
56.4,741.2,161.1,6
45.0,1006.1,293.5,6
59.5,803.4,418.8,6
43.3,816.0,289.5,6
56.3,694.2,547.0,6
59.8,721.2,425.5,6
43.4,1015.0,502.2,6
41.1,652.2,406.2,6
42.8,786.3,221.0,6
46.9,870.9,399.9,6
51.6,894.3,207.2,6
46.0,884.7,222.7,6
43.4,750.1,292.4,6
45.3,891.0,318.2,6
52.8,989.2,376.4,6
51.8,788.6,292.5,6
42.5,776.6,509.5,6
57.6,827.0,535.9,6
51.3,722.7,445.5,6
44.6,724.3,463.8,6
54.8,880.5,421.6,6
58.9,992.3,216.2,6
46.5,671.4,365.1,6
41.9,991.6,405.5,6
48.2,722.1,313.2,6
49.4,1016.7,153.5,6
42.2,830.4,407.6,6
43.2,942.6,187.8,6
53.1,808.2,456.1,6
46.7,1006.6,496.2,6
46.6,899.9,402.1,6
52.1,769.9,319.9,6
47.5,1012.5,532.0,6
56.2,946.3,449.7,6
52.4,875.0,297.4,6
44.4,856.3,435.1,6
57.0,794.8,525.9,6
53.0,774.7,514.5,6
58.0,844.1,193.9,6
46.1,636.1,370.2,6
48.6,637.7,255.7,6
55.0,988.4,267.1,6
52.8,721.0,278.0,6
57.4,785.7,144.4,6
44.6,789.6,208.9,6
56.2,661.2,142.8,6
55.2,793.1,222.8,6
50.7,979.6,193.5,6
46.8,1012.2,530.5,6
42.5,1017.0,164.4,6
57.1,736.0,337.2,6
51.0,686.8,488.0,6
52.9,688.1,544.6,6
53.2,903.5,230.0,6
42.5,794.8,430.6,6
52.8,831.3,412.5,6
52.1,640.8,428.3,6
46.5,992.6,146.2,6
45.0,624.9,540.0,6
43.0,718.0,193.5,6
57.3,610.3,328.2,6
53.2,737.7,444.0,6
42.3,708.4,222.4,6
50.2,935.1,174.8,6
41.6,941.9,522.6,6
51.0,781.6,260.7,6
42.2,767.6,337.0,6
59.7,813.8,448.4,6
41.1,640.9,433.0,6
55.6,864.3,224.8,6
58.1,788.8,485.1,6
41.0,870.9,377.8,6
41.4,661.7,378.8,6
59.9,981.1,307.7,6
57.2,875.2,535.5,6
48.1,1015.0,211.3,6
42.9,970.9,238.8,6
54.3,634.3,201.4,6
54.4,730.9,505.6,6
56.3,741.7,263.2,6
50.9,639.7,351.3,6
51.6,830.0,339.7,6
50.3,762.9,372.7,6
42.8,739.5,446.8,6
50.1,878.9,197.1,6
49.0,1010.8,286.6,6
42.4,860.2,515.7,6
45.1,623.7,334.6,6
41.3,603.5,445.7,6
53.1,816.5,354.5,6
59.6,878.6,489.1,6
46.6,675.5,309.0,6
57.6,980.9,517.9,6
46.4,785.1,443.3,6
45.1,1010.3,484.0,6
46.3,933.7,232.0,6
50.7,779.8,477.5,6
47.7,924.4,536.8,6
58.2,933.6,380.8,6
46.6,801.1,290.1,6
48.7,657.3,492.3,6
42.7,705.0,199.2,6
45.5,904.9,293.6,6
57.5,635.7,236.2,6
46.6,644.9,308.4,6
53.9,930.8,301.6,6
49.5,805.0,296.3,6
53.8,667.9,349.6,6
45.2,735.5,149.1,6
56.9,836.1,432.3,6
49.4,788.1,241.9,6
48.7,623.6,277.1,6
42.2,930.8,516.4,6
48.1,662.5,277.9,6
59.7,958.0,536.4,6
48.9,731.3,509.5,6
59.3,649.1,353.0,6
55.4,676.5,529.6,6
52.3,623.6,316.5,6
54.9,840.3,187.3,6
51.9,664.8,316.4,6
47.3,744.5,427.8,6
58.2,789.8,415.5,6
52.7,887.8,474.3,6
53.0,603.5,258.8,6
47.0,1005.0,286.5,6
52.8,970.7,447.1,6
53.6,866.5,217.0,6
58.1,838.8,375.3,6
48.8,904.2,359.0,6
42.7,845.3,222.2,6
47.9,663.4,520.9,6
57.0,1009.0,291.8,6
57.9,982.7,230.9,6
49.3,1022.9,309.6,6
48.3,706.0,429.5,6
56.9,875.0,155.7,6
43.2,1003.2,305.2,6
47.8,961.9,201.0,6
44.5,684.6,291.1,6
49.5,821.4,533.6,6
58.2,652.9,345.5,6
50.6,697.3,461.5,6
48.5,907.2,348.7,6
50.4,878.8,444.2,6
42.9,969.6,537.7,6
56.2,614.8,168.0,6
42.1,1019.7,422.2,6
43.5,890.3,250.9,6
51.5,697.3,321.3,6
41.2,903.3,518.3,6
58.3,1006.9,188.4,6
42.8,730.4,143.4,6
47.9,722.6,315.2,6
53.2,780.7,532.3,6
47.6,712.3,199.3,6
49.3,831.3,447.7,6
55.2,660.0,323.8,6
46.2,874.9,395.9,6
59.8,984.0,252.8,6
47.8,1015.7,332.2,6
52.3,644.7,548.9,6
43.0,616.5,208.9,6
42.8,888.9,512.8,6
52.7,877.9,323.1,6
46.6,654.9,282.9,6
47.5,813.8,222.9,6
46.8,819.6,165.3,6
47.4,651.3,424.6,6
56.9,692.0,310.9,6
58.4,888.0,193.8,6
50.2,947.6,529.6,6
56.4,978.3,340.1,6
51.4,699.1,149.1,6
41.9,629.0,233.7,6
55.8,917.9,514.6,6
42.2,810.8,308.0,6
56.0,842.5,365.5,6
59.0,970.9,465.2,6
58.4,937.6,242.6,6
50.2,1022.6,337.0,6
41.6,866.1,354.7,6
42.4,988.5,197.9,6
41.7,785.1,344.6,6
50.9,963.1,149.3,6
47.8,947.4,417.4,6
48.1,942.7,515.8,6
45.2,814.2,501.1,6
44.5,840.4,446.1,6
46.5,773.7,349.1,6
47.9,612.1,536.7,6
45.5,811.4,415.0,6
44.3,983.0,282.1,6
49.3,970.5,296.7,6
43.7,913.2,533.5,6
41.8,838.2,153.6,6
57.9,631.9,211.1,6
42.6,920.6,440.7,6
50.6,813.6,446.8,6
46.2,772.5,300.3,6
58.3,893.5,398.5,6
58.9,992.7,443.0,6
47.7,992.0,342.6,6
52.3,749.0,524.7,6
45.0,1007.0,331.8,6
55.3,980.9,148.9,6
58.8,978.0,312.7,6
51.7,886.5,190.6,6
46.5,807.4,458.7,6
46.9,706.0,151.9,6
52.0,613.4,254.5,6
54.9,793.4,461.1,6
57.4,637.6,423.2,6
47.8,699.1,266.5,6
49.4,912.6,159.2,6
43.1,824.6,160.9,6
42.8,942.8,348.1,6
46.8,622.0,219.1,6
41.0,658.8,155.0,6
59.2,968.1,146.2,6
46.9,761.2,312.5,6
55.6,926.9,257.7,6
57.3,846.3,157.8,6
58.5,817.3,491.9,6
47.8,757.9,479.8,6
58.1,816.2,335.1,6
45.7,956.4,368.7,6
48.1,688.8,323.4,6
55.6,1016.7,522.1,6
53.7,846.9,208.3,6
47.6,876.6,291.2,6
56.9,750.7,432.3,6
51.6,776.4,140.3,6
47.8,739.7,218.2,6
55.3,901.8,374.2,6
48.6,683.2,515.6,6
42.4,680.3,493.9,6
58.6,925.5,358.2,6
54.4,931.5,456.6,6
42.9,917.9,401.8,6
51.8,920.8,406.1,6
42.6,711.4,549.2,6
57.0,906.2,535.7,6
59.4,757.2,267.9,6
47.4,743.4,480.3,6
51.4,901.4,252.1,6
48.0,909.5,179.1,6
45.4,729.9,190.6,6
42.4,773.3,218.4,6
52.0,1018.9,547.6,6
44.9,691.0,500.4,6
59.4,604.5,286.5,6
52.6,742.0,537.9,6
41.3,737.0,350.7,6
56.9,902.5,263.3,6
54.8,807.1,496.6,6
55.1,709.5,536.1,6
59.3,786.5,298.1,6
56.9,792.2,399.4,6
53.8,749.9,415.1,6
47.6,893.6,355.7,6
53.7,803.1,470.0,6
57.4,752.1,387.7,6
45.6,733.2,152.5,6
54.9,837.5,460.7,6
59.4,919.3,497.4,6
50.0,816.8,348.7,6
46.2,902.7,267.5,6
47.3,797.2,146.8,6
52.9,815.7,421.5,6
41.3,783.0,506.0,6
51.4,875.4,549.3,6
47.4,660.3,378.4,6
59.4,962.8,225.6,6
57.6,661.5,309.9,6
48.9,643.5,197.0,6
57.1,832.9,409.0,6
45.9,644.8,297.6,6
42.0,608.5,161.1,6
59.6,764.7,168.0,6
51.4,842.7,424.7,6
49.0,855.1,438.3,6
48.9,662.2,267.5,6
50.4,908.4,358.6,6
46.6,737.8,250.6,6
56.0,613.2,205.8,6
54.3,651.7,421.9,6
50.3,809.9,449.2,6
48.0,705.1,525.1,6
58.2,824.4,285.4,6
54.5,644.4,304.0,6
41.8,700.2,548.6,6
58.7,632.5,459.3,6
51.7,857.8,356.1,6
46.8,785.0,206.9,6
56.0,833.9,154.1,6
46.3,762.2,258.8,6
42.1,836.9,174.6,6
59.6,868.0,261.0,6
58.1,1013.9,314.3,6
43.3,870.9,403.2,6
43.0,819.0,163.6,6
42.9,873.1,374.4,6
55.7,837.8,170.6,6
53.2,998.1,418.7,6
51.0,966.9,503.4,6
45.3,623.1,326.7,6
59.2,782.7,501.1,6
56.9,809.4,233.2,6
49.9,684.8,335.9,6
43.5,795.7,187.8,6
54.5,795.4,543.0,6
58.7,874.1,167.3,6
59.2,865.1,253.9,6
47.0,767.2,196.3,6
57.1,984.3,368.7,6
48.9,615.9,471.6,6
43.8,770.1,239.2,6
46.1,906.0,179.8,6
47.4,802.7,536.1,6
54.9,1007.5,521.9,6
45.4,708.9,326.4,6
41.9,724.6,476.0,6
43.8,927.6,430.6,6
55.0,736.0,365.3,6
45.6,784.4,461.4,6
44.5,874.2,322.6,6
42.3,847.3,493.4,6
53.0,707.2,258.1,6
42.2,1021.9,519.1,6
49.3,623.2,494.6,6
56.7,633.0,400.3,6
41.1,707.8,463.1,6
43.6,754.0,276.3,6
49.2,993.8,164.4,6
52.1,644.1,165.1,6
43.3,671.0,299.6,6
58.7,972.1,170.3,6
55.9,705.1,146.2,6
56.3,722.2,393.6,6
54.9,634.7,382.0,6
50.0,616.9,395.5,6
45.9,761.3,259.7,6
59.1,629.4,521.3,6
42.1,701.3,163.0,6
49.6,696.8,259.5,6
48.5,870.8,314.7,6
54.6,792.8,146.9,6
53.0,897.2,155.3,6
51.5,976.3,390.0,6
42.3,694.6,490.5,6
58.1,1020.6,300.2,6
51.6,679.3,293.3,6
59.9,702.5,169.8,6
43.9,939.8,252.0,6
44.6,636.7,511.9,6
58.0,1009.2,526.2,6
52.0,860.9,158.7,6
56.2,612.9,384.0,6
43.5,772.1,506.0,6
47.1,804.3,288.9,6
47.0,965.0,384.3,6
42.4,820.3,214.2,6
48.1,712.1,285.3,6
53.5,1019.8,192.7,6
45.5,934.4,221.0,6
53.6,768.4,540.3,6
42.3,606.7,200.7,6
44.3,1017.4,549.5,6
55.3,741.3,313.9,6
42.7,997.5,88.9,7
53.0,624.4,48.2,7
55.0,783.3,49.3,7
59.5,707.6,116.9,7
49.6,764.5,50.2,7
55.1,902.1,135.2,7
56.8,966.5,105.6,7
47.3,791.4,36.8,7
45.7,938.3,99.7,7
46.2,667.9,4.8,7
56.5,754.5,129.5,7
53.7,981.6,29.3,7
41.7,817.2,136.1,7
53.2,735.9,134.2,7
45.9,625.8,131.1,7
57.2,781.5,35.7,7
50.8,650.1,2.6,7
50.5,987.3,111.8,7
53.2,840.0,65.3,7
51.1,1013.6,129.9,7
46.8,968.3,79.6,7
50.7,961.1,110.9,7
43.6,819.2,106.1,7
47.1,706.3,108.2,7
54.8,762.3,91.8,7
57.6,842.2,83.0,7
43.8,858.2,34.3,7
52.1,812.3,51.8,7
45.1,803.2,9.6,7
58.2,787.8,126.0,7
44.1,808.1,15.7,7
47.3,677.9,49.1,7
50.9,940.6,127.8,7
46.5,882.1,99.3,7
52.4,932.1,28.1,7
54.4,863.4,59.5,7
58.9,628.3,54.8,7
52.1,707.9,45.1,7
56.6,887.1,13.6,7
48.6,600.9,53.2,7
55.7,720.3,20.5,7
54.8,672.1,5.2,7
53.3,720.6,11.0,7
41.9,915.0,57.9,7
48.3,663.4,128.3,7
44.8,602.4,105.8,7
42.1,710.0,8.3,7
52.0,626.9,57.7,7
55.4,709.1,87.7,7
44.4,822.5,16.8,7
47.9,629.2,101.6,7
56.1,935.9,5.8,7
52.2,806.3,139.4,7
48.8,945.5,77.0,7
50.2,1003.1,24.7,7
47.0,1013.9,102.7,7
52.9,999.7,100.0,7
51.2,618.5,42.9,7
52.3,757.4,96.8,7
46.7,814.3,45.6,7
41.5,952.2,119.4,7
45.4,882.4,103.1,7
48.0,851.5,8.0,7
50.4,931.4,75.9,7
54.9,656.8,63.4,7
56.8,751.2,26.4,7
52.0,714.3,102.3,7
46.5,863.4,104.9,7
44.8,770.6,129.8,7
42.4,657.0,109.1,7
56.1,897.8,133.7,7
43.0,845.4,19.3,7
48.6,825.2,93.9,7
58.5,698.4,68.6,7
53.2,899.5,101.1,7
52.5,878.2,56.9,7
59.7,931.4,49.7,7
44.2,676.0,78.3,7
49.1,964.5,125.4,7
50.2,856.5,103.4,7
50.9,919.6,43.1,7
47.8,767.9,4.6,7
45.4,680.3,56.3,7
41.5,775.1,22.9,7
46.4,864.0,129.1,7
44.0,767.8,6.0,7
52.4,641.9,31.6,7
51.3,718.9,13.5,7
45.2,999.0,43.5,7
56.5,677.5,127.1,7
57.5,832.8,8.4,7
46.0,869.4,103.5,7
45.0,964.2,73.1,7
50.1,991.0,102.1,7
55.6,863.1,94.3,7
50.3,776.3,40.3,7
42.0,834.9,16.1,7
57.1,951.4,81.5,7
42.5,702.7,21.6,7
49.6,796.5,130.1,7
42.8,817.4,85.9,7
43.5,615.1,136.6,7
44.4,625.7,119.4,7
53.8,740.2,9.9,7
48.9,809.4,25.4,7
42.3,974.7,1.1,7
52.7,794.3,64.4,7
45.6,685.6,16.5,7
41.8,614.4,61.3,7
52.8,642.0,95.5,7
59.0,744.3,21.6,7
46.2,949.9,95.3,7
58.4,994.8,45.1,7
48.4,964.0,76.9,7
43.4,1021.5,22.7,7
59.7,694.0,123.7,7
41.3,774.6,22.4,7
43.2,955.3,100.2,7
45.0,869.7,91.2,7
53.7,797.5,120.4,7
47.5,871.1,99.3,7
54.1,845.1,129.1,7
55.9,975.2,12.0,7
54.5,949.9,19.8,7
53.2,742.2,37.2,7
42.4,877.5,6.8,7
52.7,823.1,130.5,7
58.4,866.5,23.7,7
41.1,800.8,62.0,7
50.2,772.0,91.3,7
52.8,708.2,100.4,7
53.3,604.3,111.9,7
43.4,766.7,39.2,7
52.5,916.2,83.7,7
41.6,932.1,43.1,7
41.8,919.6,24.4,7
54.7,609.3,66.5,7
51.2,637.6,7.7,7
44.5,621.5,4.5,7
44.5,676.8,132.0,7
49.0,652.4,131.5,7
56.4,819.5,92.3,7
57.5,875.6,9.2,7
54.4,915.4,92.8,7
58.2,969.1,25.1,7
41.7,825.3,9.3,7
50.9,995.4,34.2,7
58.1,850.3,28.3,7
55.8,735.7,32.7,7
49.4,749.8,77.1,7
56.3,693.0,22.6,7
44.6,968.9,115.7,7
59.4,934.6,70.6,7
41.1,730.0,129.0,7
58.5,954.9,41.7,7
57.0,818.3,77.9,7
44.3,680.3,83.6,7
56.9,611.6,129.8,7
44.0,641.5,12.0,7
48.5,844.5,128.1,7
58.3,708.3,129.5,7
50.7,603.4,78.2,7
41.5,997.5,66.4,7
46.0,910.6,97.1,7
41.0,707.4,96.8,7
45.3,864.2,12.5,7
48.9,923.0,82.3,7
45.1,937.4,111.8,7
41.6,846.9,13.6,7
55.3,620.1,20.4,7
48.5,1002.4,75.2,7
52.1,725.1,33.9,7
54.2,914.9,114.3,7
56.3,786.1,46.3,7
47.3,760.7,49.2,7
42.8,809.2,44.1,7
48.6,733.8,14.3,7
51.4,911.6,58.5,7
52.7,1010.0,120.6,7
44.2,926.6,87.6,7
47.7,826.5,19.2,7
52.7,795.4,38.5,7
44.8,729.5,99.7,7
45.1,634.2,111.4,7
52.4,897.6,21.1,7
45.4,982.4,37.8,7
44.3,686.6,136.5,7
47.1,838.3,71.8,7
60.0,643.4,68.6,7
53.2,859.7,51.4,7
51.0,864.0,68.7,7
50.6,936.1,81.5,7
51.3,709.4,30.7,7
48.3,791.2,104.7,7
44.7,939.6,35.4,7
42.3,809.4,51.9,7
56.1,928.5,47.7,7
41.9,963.5,47.1,7
55.5,769.5,112.6,7
45.6,675.1,38.9,7
51.3,672.7,3.0,7
54.5,607.8,46.3,7
43.2,953.4,126.0,7
45.0,917.0,77.0,7
54.0,649.9,23.4,7
48.8,673.8,90.3,7
48.2,698.0,119.0,7
43.2,903.1,75.1,7
51.3,871.5,131.8,7
44.6,785.9,137.6,7
49.5,604.1,79.8,7
43.7,862.3,135.9,7
49.4,728.5,16.3,7
51.4,687.2,59.5,7
59.8,959.0,69.9,7
54.6,643.7,53.0,7
41.5,676.1,43.2,7
59.2,700.6,52.3,7
45.0,983.0,55.1,7
56.5,708.3,29.5,7
43.4,850.1,48.9,7
55.0,1009.3,130.1,7
59.3,790.8,19.3,7
41.8,727.2,127.2,7
50.7,1014.5,73.1,7
59.2,1015.2,71.6,7
56.3,989.4,57.1,7
46.7,937.7,45.5,7
59.9,1011.7,28.1,7
48.2,701.2,69.0,7
54.4,750.1,68.6,7
51.9,620.8,18.4,7
57.7,990.9,29.4,7
41.5,707.0,41.1,7
48.2,845.1,131.5,7
54.0,639.8,30.1,7
48.8,902.1,93.1,7
44.8,630.3,119.0,7
58.8,723.9,120.5,7
55.1,743.1,118.8,7
43.3,676.9,104.1,7
43.7,737.9,17.7,7
48.5,652.0,46.6,7
48.6,723.5,124.0,7
52.2,871.5,138.8,7
51.6,701.7,117.0,7
51.6,924.1,62.1,7
59.7,667.5,13.4,7
53.0,994.0,48.4,7
57.9,698.7,20.7,7
50.5,635.7,32.6,7
41.3,909.1,3.1,7
46.3,690.0,24.4,7
54.0,954.0,85.4,7
49.0,962.7,93.2,7
57.7,955.7,39.9,7
51.4,668.7,42.4,7
43.0,843.3,131.0,7
45.4,627.3,76.8,7
47.5,967.0,92.3,7
54.0,689.0,58.6,7
57.8,967.8,50.9,7
53.5,776.5,87.1,7
59.8,668.6,88.1,7
45.5,677.9,59.5,7
49.7,916.9,137.8,7
44.1,993.8,101.0,7
55.7,888.8,126.0,7
58.7,684.0,12.2,7
52.7,894.5,56.4,7
49.5,712.9,52.2,7
53.4,919.0,66.0,7
44.5,758.2,73.2,7
53.6,782.3,113.4,7
52.2,762.0,96.8,7
48.0,898.9,80.8,7
57.7,965.5,77.8,7
43.4,893.3,92.3,7
54.0,736.4,85.9,7
43.6,977.4,134.6,7
53.1,904.4,49.5,7
43.9,614.6,91.3,7
53.4,712.1,123.6,7
52.0,978.7,136.2,7
57.1,600.4,77.6,7
48.7,851.2,67.2,7
52.6,707.8,106.2,7
48.3,997.6,43.1,7
46.7,893.9,22.3,7
41.3,602.6,56.2,7
55.6,722.5,46.7,7
55.9,806.5,139.2,7
41.1,871.1,138.8,7
41.6,637.7,86.9,7
48.2,899.2,19.3,7
51.7,660.9,73.3,7
41.4,697.5,16.4,7
58.5,643.9,86.6,7
46.9,916.9,26.3,7
47.3,671.7,78.1,7
50.8,840.9,35.6,7
46.1,951.0,122.1,7
42.3,710.8,16.9,7
46.3,954.2,112.2,7
47.8,925.2,83.6,7
58.5,618.8,124.4,7
46.7,864.2,106.4,7
44.2,995.7,55.6,7
48.2,932.0,137.6,7
44.4,990.8,131.6,7
57.5,919.8,37.7,7
47.0,902.5,112.5,7
52.0,694.9,35.0,7
47.0,982.7,39.9,7
41.9,683.9,110.1,7
54.3,622.8,101.0,7
48.9,960.1,55.0,7
45.1,812.6,30.1,7
51.1,880.2,82.1,7
53.1,709.8,37.4,7
55.9,647.0,57.5,7
58.5,859.5,21.6,7
46.5,964.5,91.3,7
41.4,820.2,8.0,7
58.9,913.5,132.2,7
55.2,924.1,131.2,7
41.9,868.9,42.6,7
43.9,658.8,28.0,7
54.7,836.7,86.6,7
43.2,912.2,135.6,7
59.8,628.3,18.3,7
48.6,949.5,80.3,7
56.8,655.5,131.0,7
50.1,671.0,37.4,7
55.7,801.6,115.7,7
44.3,745.0,136.0,7
50.3,653.5,97.1,7
56.5,713.9,37.2,7
46.7,605.6,74.4,7
47.6,775.7,116.5,7
57.6,922.7,29.9,7
56.5,734.0,27.9,7
54.7,959.1,109.7,7
51.6,676.0,111.9,7
53.6,932.4,102.8,7
47.7,781.3,31.0,7
43.0,1011.9,95.5,7
50.8,894.9,30.6,7
42.6,802.1,58.8,7
43.9,964.0,96.5,7
43.4,710.9,135.7,7
48.0,719.1,135.3,7
49.5,778.8,80.1,7
59.9,701.9,10.3,7
43.8,622.4,6.2,7
56.4,717.4,26.1,7
46.4,646.7,36.4,7
51.2,823.2,45.1,7
48.9,846.1,31.7,7
41.4,690.4,136.6,7
49.8,754.1,59.9,7
55.6,656.4,38.7,7
45.0,1022.5,91.2,7
57.5,910.4,61.1,7
59.0,701.2,20.8,7
47.7,894.5,15.3,7
54.1,773.6,138.9,7
50.6,990.2,59.8,7
54.5,759.2,48.1,7
42.5,761.7,68.1,7
49.5,602.7,107.9,7
48.2,729.9,40.6,7
43.9,961.3,135.6,7
47.0,992.2,101.9,7
51.7,1004.8,23.6,7
43.4,976.7,24.1,7
44.6,692.4,75.7,7
43.6,615.8,4.0,7
54.9,734.4,16.3,7
42.5,933.9,126.9,7
47.8,985.9,93.6,7
50.8,614.3,127.9,7
53.7,978.8,78.3,7
52.1,731.7,100.6,7
59.1,699.0,62.0,7
59.6,796.4,21.6,7
41.4,693.4,86.7,7
55.0,915.0,57.5,7
52.3,948.4,37.4,7
57.3,891.7,17.0,7
59.1,896.3,31.4,7
45.8,979.6,81.6,7
44.4,914.6,29.0,7
49.6,727.0,11.7,7
51.5,761.5,112.4,7
57.7,639.7,48.5,7
50.6,759.5,58.0,7
55.9,931.4,74.4,7
59.4,926.3,117.4,7
49.8,820.9,56.3,7
49.9,666.1,72.5,7
51.5,662.5,137.3,7
45.6,952.5,4.1,7
53.2,931.6,133.9,7
57.2,897.9,30.1,7
47.3,730.0,55.9,7
57.4,603.7,3.2,7
54.9,688.4,39.7,7
51.5,992.7,98.9,7
54.0,894.3,73.8,7
50.8,895.8,44.3,7
49.7,1002.8,11.0,7
42.2,781.4,81.5,7
52.3,607.1,61.3,7
50.4,634.6,86.2,7
43.8,991.2,123.2,7
47.0,637.6,130.1,7
46.0,972.8,85.4,7
44.1,780.6,54.7,7
44.3,966.3,108.8,7
55.2,876.8,42.3,7
44.1,688.7,17.7,7
54.5,1000.0,99.3,7
45.2,857.7,104.4,7
55.1,860.0,52.6,7
47.5,725.0,108.7,7
45.9,968.6,31.6,7
44.7,789.6,123.0,7
52.1,731.9,40.2,7
47.7,862.4,34.8,7
43.2,675.4,13.6,7
59.9,969.8,21.2,7
46.2,875.0,107.0,7
42.6,705.5,83.0,7
43.5,896.8,23.6,7
48.8,750.4,41.6,7
59.1,875.7,101.7,7
55.8,631.9,139.0,7
59.0,734.5,16.7,7
48.6,842.8,107.0,7
56.2,857.2,7.1,7
50.3,979.3,35.1,7
54.9,619.9,115.5,7
51.0,616.6,61.3,7
44.0,963.5,31.2,7
48.8,646.5,9.7,7
49.0,943.0,74.8,7
49.1,923.1,44.6,7
54.2,863.2,129.2,7
56.2,891.8,26.3,7
56.7,773.0,89.2,7
55.8,830.8,9.8,7
46.3,821.5,52.1,7
43.1,827.5,95.7,7
52.1,826.3,121.0,7
56.1,718.8,51.0,7
53.6,684.9,22.2,7
44.2,642.4,119.1,7
42.2,608.5,94.9,7
58.4,925.3,93.4,7
41.2,1019.0,24.9,7
54.2,783.0,56.6,7
45.0,673.8,136.8,7
44.7,957.7,61.8,7
54.0,781.1,32.2,7
50.8,697.6,111.0,7
47.1,850.1,127.1,7
55.5,718.8,87.6,7
47.2,864.8,14.8,7
52.7,725.9,16.4,7
45.6,656.7,36.9,7
51.7,628.8,6.9,7
49.8,692.9,31.3,7
54.3,666.6,41.5,7
49.7,844.3,135.4,7
42.4,869.7,137.8,7
58.3,819.4,87.5,7
41.2,813.3,10.0,7
41.3,1002.8,132.1,7
42.6,720.5,31.4,7
48.0,645.9,81.5,7
54.2,868.5,23.2,7
50.1,746.2,27.4,7
58.7,724.2,78.6,7
51.4,680.1,95.8,7
55.7,661.6,15.8,7
59.4,908.8,41.2,7
46.5,853.4,81.0,7
46.0,787.0,30.0,7
42.0,887.0,39.3,7
46.6,746.0,133.2,7
46.2,731.5,24.7,7
52.5,858.9,35.8,7
51.1,606.1,63.7,7
55.0,689.4,87.3,7
42.5,814.4,14.2,7
55.0,754.3,81.9,7
45.7,801.1,26.5,7
43.2,976.2,36.8,7
53.5,777.0,90.3,7
45.9,786.8,27.0,7
44.0,668.1,114.7,7
42.4,769.7,76.2,7
58.0,902.7,80.8,7
46.9,746.0,131.4,7
47.9,937.9,55.1,7
58.7,942.7,0.6,7
55.8,762.3,38.5,7
44.8,736.9,54.8,7
50.5,666.4,101.6,7
42.4,984.3,17.5,7
51.6,690.1,31.0,7
44.7,766.7,80.4,7
59.5,967.1,33.8,7
59.9,729.6,74.8,7
56.6,875.4,45.2,7
44.5,921.5,82.2,7
42.4,890.2,99.6,7
55.1,694.2,94.4,7
44.2,737.2,70.9,7
56.4,661.0,52.2,7
59.4,948.5,86.4,7
56.4,612.1,115.7,7
56.9,786.7,61.5,7
48.3,710.5,54.2,7
53.5,941.8,88.1,7
54.8,991.5,96.0,7
55.1,885.9,112.5,7
55.5,707.8,47.2,7
42.9,1004.7,119.2,7
56.8,901.8,112.9,7
43.6,674.5,61.0,7
42.5,1007.9,99.3,7
51.3,823.6,15.6,7
59.1,898.8,92.7,7
54.2,913.2,47.4,7
43.3,693.9,107.2,7
55.5,839.6,134.1,7
44.9,613.0,80.6,7
54.8,764.1,6.8,7
43.0,645.2,56.6,7
55.5,944.3,105.6,7
58.7,920.0,105.2,7
47.4,967.6,85.5,7
58.9,932.7,3.1,7
50.6,709.3,7.0,7
54.2,680.8,29.1,7
42.8,624.2,43.9,7
50.2,777.3,75.9,7
41.3,925.8,111.2,7
42.4,794.7,6.7,7
53.5,726.1,55.6,7
41.3,967.8,87.1,7
53.3,679.5,81.5,7
50.4,781.0,27.9,7
