co,air,result
46.8,130.3,1
39.9,219.2,1
57.4,235.4,1
36.5,195.6,1
59.0,112.1,1
54.5,105.7,1
37.4,125.8,1
41.7,102.2,1
61.6,96.5,1
33.1,119.6,1
54.5,289.4,1
56.0,285.1,1
63.9,164.4,1
49.2,161.3,1
49.5,290.5,1
34.7,226.6,1
34.4,281.2,1
38.3,202.3,1
54.5,207.9,1
56.6,278.4,1
69.7,197.2,1
63.6,105.4,1
55.5,202.2,1
54.1,119.2,1
69.1,184.6,1
67.5,271.1,1
61.6,138.3,1
44.0,84.2,1
68.1,293.2,1
70.4,214.0,1
54.6,170.4,1
61.6,266.5,1
47.0,139.4,1
70.9,93.8,1
54.0,72.5,1
48.7,140.1,1
69.0,145.1,1
43.7,148.1,1
67.4,217.9,1
64.9,172.6,1
64.4,156.4,1
46.1,132.7,1
47.1,167.8,1
54.2,221.6,1
57.4,171.1,1
57.6,223.7,1
42.2,174.0,1
64.9,166.6,1
56.7,101.5,1
46.6,165.1,1
53.7,270.3,1
34.2,232.0,1
67.4,101.5,1
66.1,145.5,1
47.8,119.7,1
57.1,105.9,1
56.2,247.1,1
35.6,91.5,1
63.8,249.7,1
65.3,241.0,1
47.2,144.5,1
52.5,229.0,1
57.0,128.9,1
47.5,232.6,1
54.9,291.0,1
36.3,78.4,1
40.8,215.5,1
70.0,175.4,1
49.1,164.1,1
46.6,280.4,1
39.3,263.4,1
33.5,197.1,1
33.0,297.9,1
43.5,178.4,1
43.7,121.2,1
47.2,299.1,1
69.0,244.6,1
66.8,86.5,1
41.7,271.6,1
30.3,122.5,1
60.3,299.5,1
46.9,74.6,1
51.0,163.4,1
60.2,169.2,1
43.0,90.2,1
69.7,109.8,1
49.0,245.2,1
66.6,238.9,1
51.3,242.9,1
47.0,201.7,1
45.9,146.5,1
29.7,283.4,1
46.9,281.1,1
57.5,270.9,1
59.8,185.2,1
62.1,98.1,1
46.2,190.7,1
36.7,168.1,1
44.1,252.2,1
59.1,214.7,1
62.8,104.8,1
49.5,299.1,1
43.4,118.2,1
41.5,198.2,1
70.0,292.4,1
58.4,271.4,1
46.7,73.7,1
61.4,137.2,1
34.5,99.6,1
47.0,290.6,1
53.8,78.8,1
34.6,148.6,1
41.6,163.3,1
60.9,152.2,1
35.5,120.4,1
32.1,258.8,1
43.6,181.3,1
50.2,175.4,1
51.6,131.6,1
47.9,184.5,1
65.3,180.6,1
39.8,130.3,1
36.9,245.2,1
67.3,179.2,1
37.5,281.5,1
52.8,192.8,1
69.2,281.6,1
48.3,171.6,1
69.0,198.0,1
71.0,239.8,1
70.9,213.4,1
47.9,158.9,1
34.0,103.3,1
56.4,277.2,1
57.4,277.2,1
52.7,271.4,1
44.0,264.1,1
66.7,110.6,1
31.2,277.9,1
45.7,275.1,1
67.9,222.5,1
60.5,159.8,1
48.1,247.2,1
35.3,110.7,1
37.7,77.9,1
63.2,81.3,1
38.8,83.5,1
31.0,123.1,1
43.6,175.5,1
48.7,299.6,1
69.6,131.5,1
45.1,230.2,1
29.1,285.2,1
43.3,163.2,1
52.9,288.0,1
63.1,232.5,1
45.0,298.2,1
56.0,82.7,1
43.5,299.1,1
56.1,197.2,1
51.1,177.8,1
33.7,249.0,1
35.0,99.1,1
52.7,279.8,1
66.4,125.1,1
56.8,97.5,1
38.0,216.8,1
55.1,121.0,1
38.1,270.6,1
70.1,125.5,1
53.8,156.4,1
39.1,277.6,1
63.8,276.0,1
66.8,152.4,1
51.8,130.5,1
44.2,259.2,1
61.4,280.9,1
55.5,104.0,1
54.1,240.7,1
48.6,131.5,1
61.9,283.8,1
44.0,178.9,1
32.5,123.2,1
31.1,107.2,1
65.2,202.3,1
69.9,133.4,1
44.3,223.0,1
61.3,203.7,1
36.8,105.4,1
46.9,103.4,1
69.7,185.5,1
64.0,200.6,1
57.3,154.4,1
37.0,192.2,1
62.2,204.3,1
53.6,233.1,1
66.2,135.5,1
49.1,272.9,1
59.0,143.7,1
44.5,170.6,1
45.3,83.6,1
59.8,159.1,1
32.2,282.6,1
55.5,134.3,1
54.3,220.7,1
44.0,223.7,1
63.9,245.8,1
46.0,232.3,1
60.3,230.6,1
50.2,136.3,1
54.2,231.9,1
53.8,298.7,1
35.6,295.4,1
47.3,104.6,1
45.3,141.9,1
63.0,105.4,1
60.7,136.6,1
39.9,170.9,1
60.6,225.7,1
63.0,132.4,1
38.1,95.8,1
35.0,92.9,1
69.1,100.3,1
40.5,199.2,1
34.8,154.0,1
32.4,129.2,1
65.6,201.0,1
66.9,137.6,1
58.7,139.4,1
29.3,202.5,1
44.2,293.7,1
48.4,188.1,1
45.4,82.7,1
33.0,132.8,1
37.1,215.0,1
34.6,217.7,1
32.3,253.4,1
58.3,112.2,1
34.9,120.0,1
48.2,262.1,1
31.9,293.4,1
68.0,104.0,1
32.7,144.4,1
46.8,112.6,1
62.9,260.6,1
32.3,152.0,1
34.8,141.4,1
30.9,259.9,1
29.4,260.6,1
45.7,102.6,1
64.0,111.0,1
65.3,286.0,1
38.3,221.3,1
29.3,117.7,1
53.8,261.1,1
52.4,115.0,1
35.0,107.7,1
52.6,268.1,1
29.5,130.1,1
41.6,283.8,1
35.2,241.4,1
30.0,281.3,1
48.5,270.9,1
62.8,73.1,1
55.0,299.3,1
42.1,159.5,1
47.0,218.2,1
36.6,111.1,1
60.2,258.4,1
30.8,280.5,1
39.1,87.1,1
59.7,92.9,1
29.5,179.7,1
50.2,245.5,1
41.5,211.9,1
58.2,287.7,1
66.0,85.9,1
39.5,299.6,1
60.7,120.9,1
37.9,209.4,1
64.3,109.5,1
32.4,128.0,1
42.4,167.9,1
39.3,81.3,1
49.9,247.2,1
61.7,272.3,1
42.4,203.9,1
65.5,280.7,1
39.8,176.0,1
60.6,266.9,1
50.9,248.1,1
54.7,261.4,1
59.1,261.6,1
48.4,215.9,1
30.2,188.2,1
53.1,270.8,1
58.5,163.4,1
55.3,235.3,1
48.9,192.2,1
41.4,154.2,1
38.9,192.8,1
67.3,219.2,1
61.1,128.4,1
32.3,158.9,1
45.8,189.0,1
69.5,288.4,1
52.0,110.3,1
59.0,226.1,1
48.2,86.3,1
51.5,83.0,1
57.4,299.9,1
68.3,295.8,1
48.2,268.2,1
44.3,248.4,1
63.0,135.0,1
60.3,143.5,1
49.3,122.4,1
41.4,89.3,1
43.5,141.6,1
31.2,135.1,1
39.6,124.0,1
56.5,77.0,1
31.4,217.2,1
67.9,262.7,1
29.2,196.1,1
61.5,145.1,1
41.6,247.5,1
35.7,209.9,1
65.9,145.1,1
51.9,291.0,1
54.1,94.9,1
29.0,173.2,1
64.7,120.2,1
46.8,298.5,1
57.2,260.8,1
44.8,217.9,1
36.8,122.2,1
43.0,249.9,1
52.5,198.3,1
39.4,113.8,1
31.4,157.4,1
52.1,103.5,1
65.9,200.3,1
30.4,165.0,1
35.0,202.9,1
29.7,168.0,1
36.7,124.9,1
52.7,171.8,1
44.5,221.0,1
47.7,84.0,1
49.2,125.0,1
37.2,204.1,1
45.9,241.1,1
51.2,295.4,1
56.5,253.3,1
68.6,104.7,1
42.4,259.4,1
43.2,234.0,1
66.8,260.0,1
31.6,143.2,1
51.1,242.9,1
59.8,238.8,1
57.8,236.6,1
55.2,293.7,1
35.0,179.7,1
69.0,176.9,1
44.3,177.0,1
64.8,109.0,1
45.2,271.6,1
41.2,294.9,1
69.9,216.3,1
29.7,221.7,1
47.2,158.6,1
63.5,275.9,1
37.7,218.8,1
43.3,142.6,1
47.0,247.3,1
38.1,165.1,1
58.8,175.9,1
43.5,273.3,1
46.7,78.9,1
46.7,102.6,1
48.4,215.5,1
52.7,273.0,1
31.2,233.7,1
45.2,205.8,1
61.0,217.3,1
46.6,170.3,1
42.5,121.1,1
57.8,169.0,1
63.7,266.9,1
42.6,113.0,1
43.1,145.0,1
49.8,129.9,1
29.4,227.6,1
67.9,292.6,1
32.1,278.6,1
59.4,275.0,1
62.7,278.8,1
48.0,237.7,1
35.2,132.6,1
65.8,240.7,1
31.5,256.7,1
54.4,211.0,1
68.6,75.5,1
50.3,274.7,1
36.3,84.3,1
58.0,216.3,1
52.1,284.6,1
55.6,262.0,1
58.5,287.7,1
37.2,159.2,1
60.0,202.6,1
46.8,288.5,1
52.0,264.5,1
64.6,72.6,1
48.8,286.7,1
61.6,167.0,1
54.7,222.9,1
44.1,204.7,1
50.8,215.8,1
30.0,291.4,1
42.2,118.5,1
45.5,190.7,1
59.6,132.2,1
33.3,189.1,1
43.9,291.8,1
38.9,94.8,1
43.7,133.5,1
37.0,221.0,1
55.5,139.9,1
37.2,135.0,1
57.8,108.8,1
37.7,207.6,1
63.5,286.8,1
69.8,244.1,1
34.0,198.6,1
52.8,287.5,1
30.6,226.8,1
37.6,130.1,1
32.7,284.9,1
54.7,279.0,1
30.7,201.4,1
67.2,294.9,1
33.6,165.5,1
29.1,172.2,1
60.4,72.0,1
63.7,264.3,1
42.2,199.5,1
32.5,281.8,1
40.2,172.5,1
32.8,283.3,1
43.1,240.2,1
29.4,257.0,1
38.8,128.7,1
62.3,117.1,1
33.2,144.8,1
45.6,249.8,1
48.8,112.5,1
68.5,280.5,1
55.6,263.1,1
47.6,107.9,1
50.8,160.3,1
68.9,173.7,1
29.3,199.9,1
61.1,89.1,1
61.0,177.7,1
66.8,233.2,1
62.5,221.3,1
52.3,219.0,1
61.1,298.7,1
53.8,149.6,1
70.5,83.8,1
37.2,85.3,1
29.4,274.0,1
56.9,105.4,1
65.1,220.8,1
37.3,260.2,1
42.6,86.0,1
42.3,290.1,1
35.9,83.8,1
50.9,225.7,1
70.8,285.3,1
40.0,85.1,1
60.8,172.7,1
37.1,243.2,1
33.4,273.7,1
50.3,264.6,1
29.5,263.0,1
33.5,203.6,1
45.6,190.0,1
38.6,242.9,1
33.1,100.8,1
33.2,97.3,1
68.0,218.0,1
37.2,223.0,1
33.4,268.1,1
54.8,205.2,1
35.0,238.4,1
44.7,165.3,1
64.5,281.8,1
55.1,236.9,1
56.6,188.7,1
54.1,257.1,1
63.0,230.0,1
44.5,106.1,1
42.7,221.2,1
33.8,216.3,1
32.6,113.4,1
69.8,157.0,1
34.0,182.5,1
41.0,82.2,1
63.5,226.3,1
33.5,89.7,1
40.8,114.1,1
45.6,128.4,1
57.1,242.8,1
50.1,100.0,1
70.3,205.2,1
59.8,191.2,1
58.2,131.6,1
29.4,208.3,1
69.6,200.3,1
56.6,159.5,1
63.4,195.5,1
61.3,146.8,1
45.6,168.6,1
60.7,150.0,1
41.1,269.4,1
63.7,108.9,1
38.3,258.4,1
50.7,104.9,1
47.7,89.9,1
69.1,119.1,1
55.0,72.7,1
49.8,80.1,1
60.1,240.3,1
68.2,286.5,1
60.3,175.1,1
57.1,274.8,1
42.6,130.5,1
46.4,225.1,1
51.0,203.9,1
34.7,142.7,1
68.2,268.9,1
47.5,259.7,1
32.0,99.9,1
57.6,73.0,1
42.1,109.4,1
61.1,137.4,1
67.5,110.3,1
58.5,184.4,1
51.1,112.3,1
36.2,276.8,1
52.6,268.2,1
41.2,99.2,1
40.1,248.2,1
51.6,202.5,1
64.2,140.9,1
39.9,219.5,1
63.9,100.0,1
35.6,208.3,1
56.6,241.1,1
50.6,213.0,1
46.5,222.4,1
56.2,99.1,1
51.4,183.8,1
64.4,282.5,1
53.0,119.5,1
44.1,95.8,1
63.6,209.2,1
62.2,97.9,1
45.0,281.9,1
54.9,144.2,1
45.1,94.6,1
41.6,209.9,1
59.5,273.3,1
40.0,286.3,1
35.6,172.0,1
56.2,139.1,1
61.6,87.2,1
44.7,92.5,1
36.0,171.2,1
31.0,280.2,1
50.9,247.5,1
34.8,223.2,1
50.5,268.2,1
43.2,202.3,1
69.5,247.1,1
46.7,238.4,1
50.6,224.8,1
37.7,148.4,1
61.6,215.1,1
34.2,236.5,1
52.8,157.3,1
56.9,131.4,1
30.0,229.0,1
33.1,223.7,1
59.9,82.1,1
68.5,123.2,1
32.2,172.5,1
48.7,76.5,1
202.2,65.3,2
187.4,53.6,2
143.2,62.5,2
161.1,67.2,2
163.0,34.0,2
100.3,42.1,2
169.3,48.0,2
213.4,59.8,2
179.4,51.6,2
256.5,64.7,2
295.5,42.6,2
180.0,58.2,2
254.8,34.4,2
285.7,40.4,2
162.1,39.2,2
183.8,68.7,2
85.0,60.5,2
241.0,59.0,2
110.9,65.9,2
294.0,69.6,2
229.0,61.7,2
183.2,66.0,2
262.7,33.8,2
87.1,41.7,2
152.7,58.7,2
221.3,41.2,2
168.6,31.7,2
217.9,66.6,2
140.1,40.4,2
154.1,51.7,2
231.0,61.7,2
102.8,51.6,2
152.1,51.7,2
142.2,64.5,2
253.8,56.9,2
196.3,68.0,2
223.3,32.8,2
84.5,65.5,2
81.2,50.8,2
227.2,51.3,2
211.8,34.6,2
238.6,50.6,2
245.8,36.2,2
277.0,49.3,2
193.2,58.2,2
221.2,44.6,2
83.4,35.5,2
196.6,50.3,2
147.8,62.5,2
215.1,49.9,2
135.6,65.4,2
151.5,70.1,2
102.2,33.3,2
174.0,51.7,2
185.7,35.3,2
245.6,64.5,2
209.6,50.3,2
91.8,45.1,2
254.9,59.6,2
139.9,65.0,2
255.9,44.5,2
208.1,51.1,2
201.4,48.9,2
149.8,64.0,2
98.3,49.6,2
195.9,47.7,2
206.3,64.5,2
199.3,65.4,2
294.5,50.1,2
123.5,44.7,2
238.9,55.0,2
204.7,62.3,2
235.0,49.3,2
239.8,65.3,2
167.8,67.3,2
73.5,30.5,2
271.5,67.2,2
154.6,31.0,2
200.0,31.0,2
72.2,36.2,2
148.2,31.2,2
152.9,55.8,2
299.4,42.1,2
154.7,62.7,2
271.4,70.6,2
263.9,55.4,2
256.7,46.3,2
228.3,60.8,2
198.0,35.6,2
172.1,45.8,2
184.5,39.5,2
145.4,46.5,2
231.1,36.1,2
244.9,32.4,2
101.0,45.3,2
126.6,40.6,2
207.6,50.1,2
242.2,59.9,2
95.9,42.7,2
238.8,52.2,2
118.0,62.8,2
94.4,66.0,2
227.5,33.7,2
105.9,69.6,2
137.6,61.0,2
170.2,54.1,2
213.1,66.4,2
144.0,65.3,2
116.9,46.3,2
134.6,31.7,2
110.1,55.0,2
230.5,45.9,2
245.5,35.8,2
226.4,31.1,2
285.7,57.8,2
256.1,69.1,2
287.7,37.7,2
134.9,34.5,2
153.4,71.0,2
241.4,47.9,2
196.8,43.5,2
78.9,69.9,2
271.9,61.7,2
200.3,57.7,2
94.9,56.9,2
123.9,60.2,2
202.3,38.0,2
132.5,63.4,2
219.1,54.8,2
102.9,34.8,2
240.0,32.4,2
254.1,43.1,2
269.6,45.7,2
183.5,70.2,2
247.4,64.2,2
207.1,40.5,2
97.6,36.8,2
139.9,29.1,2
288.2,58.1,2
266.8,34.3,2
113.5,42.8,2
72.9,60.5,2
110.7,61.3,2
98.3,40.3,2
201.2,39.6,2
226.6,55.9,2
86.4,61.2,2
160.7,49.4,2
227.9,38.1,2
95.1,41.6,2
90.9,55.0,2
257.9,38.6,2
286.3,49.8,2
213.5,55.9,2
73.6,57.0,2
242.1,53.7,2
146.9,50.5,2
113.7,58.3,2
151.8,70.1,2
146.5,51.1,2
251.9,35.2,2
222.2,30.9,2
132.3,55.1,2
187.3,46.8,2
274.1,48.9,2
137.0,57.4,2
105.9,69.1,2
299.9,35.5,2
137.3,40.7,2
243.8,29.6,2
282.0,53.7,2
255.9,68.4,2
211.4,37.0,2
84.1,40.9,2
149.4,68.4,2
100.3,34.9,2
112.1,48.5,2
220.4,42.0,2
114.9,70.0,2
275.7,56.4,2
109.4,33.5,2
299.2,32.7,2
193.4,53.0,2
75.7,60.2,2
244.1,39.5,2
167.9,56.0,2
233.2,66.0,2
151.6,65.9,2
245.2,41.8,2
75.9,54.5,2
278.3,52.5,2
218.2,47.1,2
195.3,47.2,2
94.0,67.6,2
133.3,33.9,2
127.2,58.3,2
292.5,30.0,2
90.8,67.0,2
244.1,49.0,2
293.3,59.9,2
140.2,54.2,2
254.7,58.9,2
131.3,38.0,2
292.3,49.7,2
147.9,37.4,2
166.5,65.8,2
145.9,44.7,2
215.0,48.8,2
258.7,43.1,2
264.3,61.8,2
198.6,33.2,2
140.6,42.5,2
143.2,29.5,2
156.1,48.9,2
117.0,31.9,2
263.2,70.8,2
136.1,58.9,2
213.5,33.0,2
100.6,41.0,2
268.8,50.4,2
183.3,31.9,2
107.5,62.4,2
209.8,62.3,2
171.9,29.3,2
150.3,59.6,2
279.7,32.5,2
290.2,29.8,2
240.3,46.0,2
106.1,46.6,2
73.7,55.9,2
157.8,29.9,2
211.3,69.5,2
215.2,34.0,2
83.0,70.4,2
281.1,54.9,2
274.0,59.2,2
280.6,55.0,2
179.0,30.4,2
244.6,39.5,2
230.6,67.2,2
292.2,48.9,2
277.4,43.0,2
211.6,30.1,2
217.3,42.7,2
99.0,35.9,2
283.5,37.6,2
235.0,34.9,2
210.2,59.1,2
181.4,64.2,2
161.3,61.5,2
80.4,46.5,2
72.1,60.9,2
264.4,67.8,2
175.0,50.4,2
149.3,42.2,2
211.0,40.2,2
266.2,52.8,2
95.6,51.9,2
276.7,35.3,2
138.9,46.0,2
259.9,30.1,2
142.2,57.9,2
152.8,62.5,2
150.8,66.6,2
250.6,58.7,2
295.7,49.8,2
119.9,41.5,2
135.1,29.8,2
130.7,59.7,2
171.0,69.4,2
110.0,54.4,2
89.0,39.0,2
113.9,29.9,2
98.4,32.1,2
187.0,32.5,2
265.1,65.5,2
101.7,56.7,2
254.0,53.9,2
223.5,33.9,2
108.5,45.9,2
181.8,54.1,2
79.1,32.5,2
98.6,59.4,2
206.3,49.8,2
249.7,44.3,2
218.5,63.7,2
292.0,36.0,2
72.8,65.9,2
207.9,54.4,2
149.2,69.4,2
228.2,56.7,2
176.1,39.8,2
279.0,32.0,2
256.2,45.7,2
121.0,42.8,2
212.7,43.8,2
216.8,65.3,2
114.8,59.8,2
92.4,44.0,2
200.4,60.0,2
180.5,39.0,2
114.7,50.2,2
113.4,65.9,2
142.5,39.4,2
236.6,32.5,2
225.5,58.9,2
271.9,58.5,2
255.9,41.1,2
275.4,69.8,2
226.9,51.1,2
191.2,36.2,2
123.0,48.5,2
213.4,57.4,2
284.1,38.3,2
298.0,40.3,2
88.9,68.6,2
171.8,51.2,2
154.7,69.1,2
165.3,66.1,2
160.7,65.6,2
219.0,39.7,2
233.2,40.4,2
260.2,36.0,2
176.4,64.5,2
125.5,51.0,2
199.5,31.9,2
193.1,67.6,2
238.4,35.0,2
130.8,57.1,2
126.1,31.8,2
238.1,40.8,2
162.4,67.6,2
273.9,54.1,2
178.1,62.6,2
102.1,49.7,2
241.6,37.9,2
179.6,31.9,2
137.4,57.8,2
173.9,38.0,2
196.0,54.4,2
202.4,67.9,2
271.3,47.2,2
212.2,70.3,2
136.5,46.7,2
142.0,54.5,2
205.8,63.2,2
220.4,35.7,2
136.8,36.6,2
119.5,43.7,2
205.9,46.7,2
168.2,44.3,2
199.1,49.7,2
281.2,31.0,2
205.9,47.0,2
99.0,55.9,2
239.3,52.2,2
243.3,32.3,2
255.0,54.8,2
98.7,67.4,2
121.3,58.5,2
197.6,38.1,2
134.5,56.4,2
127.7,37.6,2
290.2,33.3,2
80.6,63.3,2
248.6,66.8,2
107.3,58.5,2
110.6,69.0,2
292.3,64.9,2
198.5,52.9,2
219.1,66.7,2
269.1,33.6,2
97.2,65.6,2
183.2,35.7,2
164.0,43.3,2
236.2,43.0,2
124.9,47.5,2
283.9,52.2,2
274.2,66.7,2
159.8,64.1,2
151.8,62.5,2
217.8,40.9,2
213.0,41.9,2
281.3,52.3,2
104.3,62.8,2
239.1,51.1,2
122.6,30.1,2
244.7,69.2,2
97.9,68.9,2
238.0,44.1,2
230.6,32.2,2
249.3,57.9,2
198.3,49.9,2
92.9,47.8,2
121.7,47.6,2
124.3,33.1,2
260.9,70.1,2
155.0,66.6,2
293.2,70.3,2
245.2,54.1,2
250.0,33.1,2
88.2,58.9,2
194.0,57.7,2
210.4,33.8,2
184.1,40.4,2
217.6,52.8,2
298.1,54.3,2
87.1,56.8,2
283.5,34.3,2
164.1,55.6,2
247.5,67.3,2
171.8,58.9,2
126.4,34.5,2
230.8,33.8,2
200.6,29.9,2
215.6,42.0,2
294.9,61.7,2
191.5,38.7,2
102.0,62.8,2
200.0,63.7,2
181.7,58.3,2
187.0,31.1,2
225.4,49.0,2
209.4,38.7,2
260.1,53.6,2
210.4,49.6,2
176.7,62.7,2
214.9,42.1,2
254.8,53.2,2
292.5,53.7,2
287.3,62.2,2
96.6,48.2,2
91.8,61.3,2
117.6,57.4,2
216.4,32.3,2
182.5,41.0,2
266.7,53.8,2
195.7,64.4,2
147.5,40.0,2
201.0,52.3,2
174.8,39.2,2
215.9,43.0,2
244.8,41.6,2
179.3,51.0,2
201.4,34.1,2
134.3,63.1,2
298.1,69.3,2
294.2,31.8,2
232.8,63.8,2
277.0,63.4,2
157.2,49.5,2
210.9,42.7,2
92.1,38.2,2
283.1,63.5,2
252.5,58.1,2
231.0,38.2,2
288.4,29.4,2
267.8,64.9,2
195.9,31.1,2
153.3,49.0,2
257.5,66.1,2
72.9,32.1,2
125.1,50.4,2
134.0,31.4,2
243.5,66.1,2
248.9,69.8,2
219.3,69.6,2
159.6,56.7,2
212.4,37.2,2
171.7,58.5,2
201.8,64.8,2
78.2,36.7,2
296.3,64.4,2
195.2,35.0,2
183.9,58.8,2
128.2,36.3,2
76.0,34.3,2
129.1,68.4,2
270.8,58.7,2
252.7,42.9,2
238.5,34.3,2
101.8,37.3,2
281.5,55.9,2
166.0,71.0,2
171.3,63.8,2
204.8,36.7,2
168.4,45.3,2
199.7,56.4,2
179.9,48.6,2
185.7,66.8,2
257.7,55.8,2
187.3,32.5,2
96.3,34.2,2
96.5,62.3,2
88.0,46.9,2
203.2,43.5,2
196.8,41.3,2
193.3,45.0,2
168.8,46.1,2
193.2,59.3,2
94.3,43.9,2
142.5,53.7,2
282.9,39.2,2
97.1,52.4,2
173.0,49.7,2
289.6,50.0,2
137.4,41.2,2
162.1,58.3,2
146.5,48.9,2
184.1,70.8,2
271.6,41.8,2
155.5,31.6,2
106.8,70.9,2
180.3,50.7,2
132.6,64.8,2
197.0,53.3,2
89.4,50.7,2
243.7,48.2,2
211.4,59.6,2
216.7,64.8,2
125.2,53.5,2
290.2,53.6,2
274.8,30.5,2
150.7,36.8,2
108.4,31.3,2
115.1,56.5,2
293.6,37.7,2
185.4,31.0,2
228.4,39.8,2
245.0,30.3,2
244.3,57.9,2
226.9,54.2,2
261.0,56.7,2
258.7,33.3,2
101.3,50.9,2
112.2,40.5,2
73.6,70.0,2
124.3,34.0,2
291.7,66.7,2
257.9,43.3,2
218.7,69.0,2
236.4,36.3,2
250.0,30.1,2
108.2,61.2,2
264.2,41.1,2
128.0,66.9,2
111.5,54.5,2
288.8,70.4,2
160.6,64.7,2
75.4,42.7,2
147.7,69.2,2
87.4,51.3,2
241.2,42.7,2
272.4,37.8,2
168.9,56.3,2
218.7,38.2,2
214.4,53.4,2
196.9,37.9,2
93.0,58.5,2
173.0,67.0,2
274.6,46.7,2
165.6,61.8,2
74.0,29.3,2
220.4,60.4,2
230.0,36.6,2
89.4,69.3,2
119.7,53.9,2
83.8,47.6,2
276.7,47.1,2
165.7,31.8,2
136.0,56.9,2
127.0,30.2,2
201.3,45.3,2
210.0,48.6,2
277.7,54.4,2
254.2,64.1,2
223.1,33.7,2
100.2,64.5,2
272.3,62.5,2
158.5,59.0,2
284.7,65.1,2
173.4,49.6,2
217.2,53.7,2
220.0,52.4,2
253.9,63.9,2
288.9,43.2,2
231.5,38.8,2
188.1,70.3,2
86.8,53.1,2
176.2,65.4,2
154.2,68.1,2
261.3,50.4,2
255.0,70.8,2
251.1,60.4,2
291.3,50.9,2
137.0,36.3,2
258.8,54.0,2
202.0,38.7,2
208.5,34.1,2
267.6,49.4,2
249.2,70.7,2
191.0,68.5,2
160.1,68.2,2
130.9,45.5,2
252.5,42.9,2
102.6,43.2,2
176.5,42.7,2
292.7,41.7,2
289.0,36.6,2
270.9,50.5,2
81.7,65.9,2
207.9,39.3,2
110.6,46.7,2
287.5,33.5,2
144.6,50.8,2
281.7,31.6,2
92.2,65.3,2
176.9,62.8,2
237.3,70.0,2
219.5,42.6,2
97.3,37.5,2
266.2,67.5,2
198.3,30.7,2
232.4,51.4,2
284.0,46.7,2
171.7,61.4,2
95.5,60.2,2
215.6,68.3,2
134.4,54.7,2
102.7,35.1,2
260.4,43.5,2
120.5,45.0,2
199.3,39.5,2
104.4,60.1,2
113.2,46.4,2
196.2,37.2,2
288.0,47.2,2
168.8,51.0,2
106.2,66.1,2
232.9,50.8,2
162.8,30.7,2
171.8,42.0,2
124.5,41.5,2
162.0,58.7,2
199.9,51.0,2
225.3,45.2,2
107.4,41.7,2
120.2,51.4,2
230.3,49.1,2
208.3,58.5,2
251.7,41.4,2
94.6,55.1,2
204.4,62.5,2
129.4,69.8,2
92.2,48.9,2
79.3,35.1,2
106.0,61.1,2
189.4,38.2,2
184.0,68.5,2
296.3,62.3,2
202.7,42.6,2
124.8,66.7,2
232.6,31.5,2
103.5,35.6,2
137.9,45.6,2
220.8,29.5,2
289.1,39.1,2
183.0,56.4,2
115.7,40.4,2
126.8,46.4,2
208.5,53.5,2
133.1,66.0,2
285.3,59.2,2
238.8,49.5,2
132.6,41.8,2
97.7,46.8,2
150.8,41.1,2
242.5,45.1,2
225.7,48.3,2
256.5,68.9,2
103.7,53.4,2
197.1,49.6,2
221.4,43.6,2
127.0,36.5,2
248.5,63.1,2
88.8,42.3,2
297.7,52.2,2
182.3,30.9,2
85.8,59.5,2
73.8,67.7,2
290.9,47.5,2
127.4,63.5,2
147.1,37.7,2
202.1,42.1,2
94.2,32.0,2
138.1,61.5,2
263.1,59.1,2
119.5,55.2,2
234.8,58.3,2
161.2,64.6,2
79.3,64.6,2
202.0,65.4,2
281.3,64.8,2
191.9,56.7,2
293.3,47.4,2
117.1,35.3,2
288.3,34.5,2
268.5,69.3,2
143.6,69.7,2
174.7,34.6,2
205.6,66.4,2
102.5,39.5,2
213.4,69.1,2
264.9,55.4,2
200.6,61.8,2
284.1,48.0,2
73.8,52.7,2
284.6,37.7,2
158.7,36.1,2
80.0,61.6,2
154.0,37.8,2
271.1,49.9,2
127.2,34.7,2
190.5,39.4,2
170.6,37.5,2
136.5,57.7,2
199.0,57.4,2
135.5,31.0,2
239.5,48.6,2
201.5,38.7,2
240.2,68.3,2
96.7,35.6,2
298.2,43.6,2
276.5,51.0,2
223.7,51.2,2
245.0,45.8,2
191.7,51.6,2
211.6,57.7,2
85.7,59.1,2
190.2,67.8,2
118.3,60.8,2
239.3,50.1,2
150.8,40.4,2
222.2,42.7,2
227.3,62.1,2
126.6,63.4,2
216.6,56.3,2
188.9,29.9,2
143.7,50.6,2
134.0,69.0,2
117.6,66.3,2
272.7,38.1,2
139.0,66.1,2
96.6,70.9,2
154.5,65.2,2
110.2,35.6,2
80.7,32.4,2
286.1,49.5,2
114.3,62.5,2
252.4,38.3,2
294.5,65.6,2
273.4,36.3,2
288.6,46.1,2
230.4,34.5,2
224.4,41.9,2
272.8,69.7,2
194.9,39.0,2
149.3,35.5,2
101.4,67.3,2
169.9,35.6,2
107.9,49.5,2
127.1,59.8,2
116.8,36.5,2
288.2,68.6,2
76.6,61.9,2
209.9,30.3,2
116.0,33.1,2
177.1,56.1,2
207.3,35.5,2
223.0,55.7,2
120.4,44.7,2
249.5,48.2,2
272.6,46.5,2
147.6,62.1,2
220.5,32.1,2
258.0,34.0,2
212.3,60.2,2
225.8,54.1,2
257.3,48.8,2
147.7,66.8,2
235.8,44.3,2
179.5,32.5,2
257.5,69.7,2
79.0,53.6,2
207.9,56.3,2
208.4,50.1,2
188.4,52.4,2
