temperature,soil,rain,result
67.2,369.8,56.7,5
99.8,589.8,41.1,5
53.3,517.7,43.3,5
42.9,404.8,49.5,5
15.5,452.5,41.3,5
56.6,409.3,52.4,5
73.4,446.0,42.4,5
91.1,473.3,42.1,5
53.5,380.5,48.8,5
79.8,356.0,53.0,5
27.1,472.6,52.6,5
92.6,525.8,53.9,5
58.0,414.5,41.6,5
15.9,527.0,44.7,5
47.2,494.2,57.7,5
62.7,533.0,53.6,5
69.4,590.9,48.7,5
8.2,372.9,46.5,5
14.0,467.7,56.7,5
22.3,480.5,55.5,5
8.6,524.5,49.7,5
52.9,404.9,57.5,5
14.3,577.9,46.2,5
97.0,446.2,56.0,5
83.0,562.5,54.6,5
61.3,398.4,59.1,5
7.7,574.2,44.2,5
77.1,359.0,59.3,5
44.6,400.9,56.5,5
61.0,497.7,57.0,5
22.5,433.3,42.4,5
17.3,385.4,48.1,5
81.9,477.2,51.4,5
61.8,534.4,54.1,5
85.3,390.7,53.1,5
22.9,599.7,42.9,5
48.9,452.4,47.1,5
54.4,591.9,59.9,5
87.6,546.6,56.1,5
56.2,413.0,47.9,5
94.1,459.5,48.7,5
60.5,431.6,53.8,5
93.4,398.7,45.1,5
54.5,364.5,47.2,5
61.9,453.3,48.2,5
16.7,566.6,58.6,5
59.2,384.6,42.0,5
47.8,544.9,47.1,5
59.6,554.4,53.2,5
59.5,436.3,56.3,5
39.2,379.2,58.6,5
79.4,453.7,54.1,5
94.1,583.8,55.6,5
67.1,383.5,57.1,5
43.1,553.3,56.4,5
93.2,480.0,48.0,5
87.7,482.5,44.0,5
38.8,574.7,54.7,5
84.2,466.7,48.5,5
0.8,444.6,44.7,5
38.3,415.6,43.9,5
56.7,598.0,49.4,5
80.6,439.4,50.2,5
24.3,445.5,50.9,5
74.1,535.1,56.9,5
27.8,356.2,55.9,5
83.2,539.9,53.5,5
69.2,554.8,44.5,5
37.1,352.4,48.9,5
8.8,446.2,53.2,5
28.4,364.0,44.2,5
87.0,355.7,57.8,5
42.1,424.8,54.7,5
36.1,575.2,55.7,5
32.8,453.6,58.4,5
63.1,381.6,54.3,5
71.5,498.3,59.5,5
45.3,586.7,58.7,5
55.8,408.7,57.0,5
58.0,594.8,52.4,5
99.5,518.9,53.2,5
59.7,518.6,46.9,5
99.9,411.2,45.3,5
41.8,396.5,46.3,5
68.4,411.4,55.4,5
93.4,545.7,54.4,5
40.5,384.0,52.3,5
22.3,459.3,47.4,5
28.2,370.1,59.0,5
51.0,580.2,53.8,5
11.9,459.6,59.9,5
14.1,514.6,53.9,5
72.3,533.1,56.9,5
4.4,440.0,49.8,5
92.6,397.2,52.7,5
57.2,448.0,47.8,5
24.5,572.3,57.5,5
18.3,565.1,52.0,5
59.2,391.0,49.5,5
23.5,351.2,45.7,5
75.4,392.3,58.7,5
7.7,439.6,54.7,5
70.1,437.0,53.5,5
59.8,363.9,42.6,5
21.1,420.0,54.8,5
33.4,489.2,42.7,5
55.3,553.7,59.5,5
43.8,417.4,52.9,5
25.1,458.8,44.6,5
2.0,488.3,52.5,5
68.5,363.2,42.7,5
73.7,409.2,57.8,5
92.5,586.7,47.8,5
78.8,438.7,51.6,5
83.4,589.1,60.0,5
38.5,598.0,41.5,5
8.1,356.0,49.2,5
15.3,573.0,44.4,5
40.6,362.5,51.3,5
30.1,554.6,54.9,5
27.0,354.8,43.2,5
97.2,516.7,59.8,5
79.7,378.4,57.2,5
66.5,420.5,47.8,5
13.4,383.4,43.0,5
87.7,408.8,55.7,5
7.8,489.5,45.5,5
78.1,429.6,57.6,5
41.4,406.7,46.4,5
14.7,436.9,59.5,5
75.2,553.8,48.3,5
10.4,383.3,47.4,5
20.9,459.5,47.8,5
18.6,493.8,48.4,5
57.9,465.6,48.6,5
17.7,481.1,42.0,5
61.5,370.6,48.3,5
45.5,401.5,42.4,5
60.1,554.5,60.0,5
50.8,592.0,51.9,5
74.2,534.1,55.4,5
6.8,527.0,44.7,5
42.4,509.9,59.2,5
37.8,574.3,50.1,5
95.2,558.9,53.3,5
76.5,557.4,50.8,5
45.0,522.9,48.8,5
99.1,352.3,55.8,5
43.0,402.0,45.5,5
94.4,534.6,48.6,5
30.7,525.6,59.0,5
90.6,470.5,57.1,5
48.8,506.4,50.2,5
56.0,510.9,58.3,5
50.5,397.9,51.0,5
22.3,534.0,48.4,5
88.5,406.2,52.9,5
73.2,387.1,58.7,5
7.7,567.5,53.3,5
91.4,504.4,44.1,5
33.7,408.0,53.5,5
0.2,472.9,41.9,5
36.2,354.0,47.1,5
28.4,493.8,51.9,5
99.2,395.2,53.4,5
12.0,578.9,44.2,5
4.0,597.0,45.7,5
34.6,352.1,52.1,5
36.7,448.7,54.3,5
49.7,409.4,57.8,5
41.3,505.9,52.8,5
4.3,367.4,55.3,5
9.0,578.9,56.6,5
95.4,451.3,41.8,5
59.1,475.6,59.6,5
22.0,518.6,56.3,5
5.4,479.5,47.1,5
89.5,377.2,41.5,5
0.7,488.2,58.5,5
47.9,503.5,56.0,5
42.8,529.0,47.7,5
40.4,597.8,47.6,5
60.4,363.4,56.7,5
10.4,388.2,52.1,5
32.0,478.2,48.6,5
2.9,454.4,46.9,5
68.6,554.4,48.5,5
19.8,393.2,59.2,5
65.3,576.7,51.2,5
65.2,537.9,43.4,5
45.2,464.4,53.0,5
92.2,373.2,48.4,5
98.8,534.7,59.6,5
51.8,566.8,50.8,5
33.9,496.4,52.2,5
93.3,581.9,42.1,5
77.2,448.0,56.5,5
79.0,370.3,56.4,5
3.2,589.8,56.0,5
6.6,409.7,46.1,5
82.6,580.7,46.7,5
36.9,383.1,57.0,5
46.2,363.7,57.3,5
19.1,597.9,48.3,5
1.3,359.0,44.4,5
76.7,524.5,57.1,5
27.8,381.5,52.4,5
55.3,416.0,59.2,5
88.6,594.8,58.7,5
91.9,358.5,52.5,5
67.4,471.9,45.8,5
33.4,543.0,53.2,5
87.0,572.0,57.8,5
33.5,578.7,54.2,5
20.5,425.6,53.7,5
5.6,517.2,47.5,5
28.6,401.9,44.6,5
0.1,358.6,58.2,5
45.1,465.6,59.6,5
38.0,365.2,50.7,5
4.5,468.9,43.0,5
1.6,379.0,54.8,5
86.3,517.3,56.8,5
63.8,410.9,59.8,5
78.6,531.0,52.0,5
46.5,523.1,49.8,5
16.1,364.9,52.9,5
64.7,363.5,44.4,5
17.9,367.8,59.6,5
46.7,522.4,45.6,5
33.9,545.4,56.8,5
23.2,570.2,43.8,5
29.7,385.0,45.7,5
4.0,566.3,49.7,5
13.4,596.1,57.7,5
41.2,451.9,58.2,5
14.7,440.6,52.9,5
73.2,555.3,44.0,5
31.3,542.4,59.7,5
66.8,403.7,45.5,5
14.1,393.2,47.2,5
70.5,450.1,47.7,5
53.5,372.0,46.3,5
82.6,578.2,41.6,5
54.7,438.4,53.0,5
67.6,375.2,42.8,5
0.4,501.4,52.3,5
75.1,473.1,42.2,5
50.8,542.3,53.7,5
87.8,502.2,43.6,5
14.8,360.7,50.2,5
53.5,415.8,50.3,5
92.4,450.9,48.6,5
93.9,498.3,43.4,5
1.3,430.3,56.4,5
3.0,463.6,59.7,5
94.7,536.8,57.7,5
94.8,450.9,48.6,5
81.7,408.9,53.1,5
8.6,417.8,56.7,5
50.1,545.1,45.0,5
49.4,486.5,59.4,5
97.6,573.2,55.5,5
69.8,394.2,57.1,5
45.1,555.6,43.3,5
23.7,360.2,56.7,5
98.8,427.1,46.8,5
31.9,547.0,50.0,5
77.7,468.5,46.5,5
62.3,354.1,41.3,5
16.0,442.1,42.3,5
71.4,455.5,49.9,5
84.5,543.6,43.3,5
28.2,357.2,56.5,5
34.0,399.5,59.9,5
52.1,452.8,41.7,5
75.0,535.3,43.1,5
68.7,450.4,55.7,5
90.2,589.4,59.4,5
59.3,363.0,49.8,5
35.8,509.4,46.4,5
99.2,484.5,51.1,5
90.4,596.3,52.7,5
82.5,359.4,53.5,5
89.6,410.8,46.9,5
94.0,350.5,57.0,5
49.3,580.5,47.3,5
43.9,417.2,51.1,5
44.9,434.7,44.1,5
47.4,369.0,43.6,5
3.6,485.8,52.8,5
16.0,476.8,53.5,5
3.0,468.6,53.0,5
50.9,439.5,42.6,5
94.9,368.0,47.6,5
41.9,587.1,52.8,5
85.8,555.7,54.5,5
10.6,496.1,47.0,5
65.3,366.6,55.3,5
74.4,431.5,48.2,5
38.5,562.4,43.8,5
92.9,581.2,54.7,5
90.5,364.9,42.1,5
75.8,580.3,45.3,5
6.8,479.9,59.0,5
78.0,490.3,56.6,5
17.0,355.6,59.0,5
58.5,414.6,51.6,5
74.9,403.0,47.6,5
84.3,524.1,56.0,5
7.4,373.6,48.8,5
26.3,423.4,53.8,5
19.5,538.3,50.5,5
82.6,581.2,41.7,5
13.8,351.0,56.4,5
48.6,448.6,46.1,5
25.2,540.7,51.4,5
44.9,516.1,58.4,5
76.6,374.1,52.6,5
74.5,456.8,54.9,5
93.3,352.8,47.9,5
42.8,355.8,44.4,5
33.9,534.0,47.0,5
85.6,412.2,54.6,5
43.1,468.9,53.0,5
51.0,539.5,44.5,5
65.6,567.5,42.3,5
34.9,371.0,45.7,5
16.1,576.0,55.6,5
32.4,475.0,57.1,5
15.1,411.5,45.2,5
68.1,354.7,56.8,5
19.4,414.7,52.7,5
77.3,354.9,56.8,5
15.6,364.7,58.3,5
15.6,442.1,49.9,5
88.6,387.5,42.8,5
36.4,380.7,42.6,5
83.0,589.0,57.4,5
33.1,489.3,46.9,5
82.3,422.3,59.7,5
13.8,499.0,42.7,5
94.0,470.0,53.8,5
9.0,350.3,45.4,5
41.8,514.4,46.5,5
6.0,533.9,41.5,5
8.9,417.7,52.0,5
94.7,532.1,52.5,5
52.6,574.5,47.7,5
1.8,454.8,46.9,5
78.3,361.0,48.3,5
33.6,492.4,45.0,5
98.0,549.3,49.2,5
62.0,392.5,48.8,5
84.1,577.1,50.3,5
16.9,380.4,52.3,5
1.8,396.4,42.3,5
48.3,377.3,56.0,5
96.1,444.1,58.9,5
92.0,475.6,46.6,5
20.8,585.3,52.7,5
25.7,353.1,43.9,5
73.1,449.4,58.5,5
63.0,504.2,59.5,5
55.9,392.3,57.2,5
93.3,559.5,50.0,5
51.4,353.7,44.3,5
42.0,515.4,52.8,5
50.3,513.8,48.6,5
30.1,578.2,53.1,5
40.8,526.7,44.8,5
47.6,545.2,42.1,5
49.2,428.1,46.9,5
69.2,356.5,43.1,5
80.5,574.6,58.2,5
78.5,483.5,59.1,5
55.0,351.1,49.3,5
15.2,469.0,57.3,5
0.5,432.8,58.1,5
55.5,544.0,48.3,5
79.8,365.1,48.6,5
70.2,519.2,57.8,5
15.5,502.7,54.9,5
4.3,516.1,48.2,5
32.8,489.2,49.4,5
22.8,404.6,44.5,5
80.3,383.6,50.0,5
83.9,408.1,57.4,5
17.9,437.0,58.4,5
40.0,507.9,42.9,5
1.3,574.1,42.7,5
30.5,500.5,45.8,5
38.6,521.6,43.7,5
27.3,381.9,59.7,5
91.3,579.4,52.8,5
46.6,443.5,44.8,5
15.0,550.5,54.4,5
80.3,591.5,57.6,5
71.8,572.3,46.5,5
50.4,515.8,59.9,5
96.8,504.8,47.8,5
19.9,457.8,49.2,5
24.6,562.0,41.7,5
6.2,449.2,45.1,5
54.5,393.8,57.1,5
85.9,573.8,51.1,5
79.3,406.4,45.5,5
23.1,355.9,44.1,5
64.3,576.1,52.6,5
94.8,516.5,51.4,5
41.6,569.3,49.7,5
53.2,358.0,47.1,5
26.3,435.4,50.8,5
49.4,362.6,49.3,5
34.1,467.5,58.6,5
7.4,581.0,58.3,5
69.6,581.9,42.7,5
87.7,421.0,45.0,5
21.0,407.9,48.6,5
25.3,518.8,55.2,5
38.5,548.1,49.1,5
42.4,519.2,56.5,5
81.0,529.4,50.7,5
82.9,556.9,50.8,5
62.2,454.9,53.7,5
67.3,362.6,55.9,5
23.2,474.6,59.3,5
76.8,1017.7,34.8,6
96.5,1017.3,34.6,6
96.9,839.8,23.1,6
5.0,925.9,22.0,6
86.4,703.8,26.6,6
91.9,1006.0,39.6,6
74.7,616.7,19.7,6
82.5,810.7,30.7,6
52.7,859.0,20.5,6
45.9,762.0,35.4,6
11.7,956.1,19.1,6
2.6,875.2,21.7,6
57.3,797.4,40.2,6
7.2,726.0,32.4,6
82.0,881.6,36.6,6
38.2,813.0,24.0,6
44.8,995.6,29.0,6
53.8,612.3,19.8,6
16.1,906.3,25.7,6
29.4,871.7,22.2,6
65.8,993.5,18.1,6
92.4,656.3,18.6,6
0.1,628.6,34.6,6
87.3,970.1,21.3,6
60.0,970.0,34.2,6
53.7,775.0,25.4,6
10.0,779.3,33.0,6
30.0,891.9,33.4,6
70.1,779.9,23.4,6
92.8,923.8,21.5,6
69.6,931.8,39.7,6
49.7,772.9,35.9,6
93.0,844.3,35.3,6
49.4,880.4,32.1,6
47.4,608.0,40.9,6
21.3,657.6,36.9,6
82.7,689.0,21.4,6
80.3,742.1,34.4,6
16.4,702.3,30.4,6
65.3,843.7,37.4,6
61.6,865.7,23.0,6
90.3,951.1,32.1,6
44.7,662.0,29.4,6
55.1,940.9,37.0,6
74.7,701.2,26.2,6
35.5,682.8,20.0,6
64.6,756.5,32.4,6
49.9,660.2,28.0,6
21.3,1010.0,36.0,6
34.2,798.7,31.8,6
2.4,690.3,37.6,6
71.6,814.5,25.7,6
45.6,803.3,29.6,6
83.0,986.0,19.6,6
78.8,815.1,20.0,6
1.1,918.8,25.4,6
12.6,881.5,39.3,6
97.3,920.5,35.6,6
49.9,890.7,37.3,6
83.6,801.9,35.5,6
20.6,781.0,26.4,6
59.6,876.0,26.1,6
42.0,983.3,23.7,6
91.0,1010.7,32.7,6
48.7,908.2,34.1,6
22.6,687.9,40.6,6
45.0,651.0,40.6,6
14.1,908.4,41.0,6
85.1,713.2,28.7,6
73.9,792.1,24.3,6
57.5,722.7,35.3,6
27.2,914.2,35.3,6
16.5,856.5,21.7,6
47.6,608.6,36.5,6
13.7,720.1,33.9,6
16.9,769.9,30.4,6
1.1,813.4,38.9,6
35.7,902.4,31.4,6
33.4,886.7,19.4,6
27.1,735.6,25.7,6
1.6,970.4,35.7,6
62.5,708.4,26.3,6
21.2,729.0,29.5,6
59.1,845.5,35.8,6
45.2,708.7,38.8,6
56.0,988.9,23.7,6
17.5,643.6,32.9,6
53.3,873.1,27.0,6
29.0,860.2,28.6,6
19.0,623.4,39.6,6
42.2,1016.3,26.7,6
96.1,967.6,34.1,6
95.5,972.4,26.7,6
72.2,958.2,38.3,6
19.8,612.7,18.0,6
1.1,628.9,35.9,6
69.6,890.4,20.3,6
56.9,660.5,32.2,6
48.3,768.1,22.7,6
83.0,959.3,30.6,6
67.3,704.6,33.9,6
30.3,744.2,39.1,6
9.4,960.9,35.7,6
49.6,822.5,30.0,6
66.0,856.8,39.5,6
55.7,928.5,39.8,6
12.4,677.8,33.6,6
68.5,638.6,39.3,6
48.2,807.2,20.8,6
72.8,794.6,39.4,6
91.3,713.3,23.5,6
19.8,820.2,28.7,6
76.3,998.6,26.5,6
15.3,742.2,39.8,6
44.5,724.1,38.4,6
2.9,657.5,33.5,6
91.1,761.4,28.9,6
53.2,685.5,32.6,6
2.3,905.5,28.7,6
30.8,832.9,34.3,6
88.8,837.8,33.9,6
11.8,767.7,25.0,6
45.3,870.0,28.2,6
81.5,873.8,33.3,6
59.5,677.9,27.6,6
33.4,723.9,27.1,6
51.1,660.5,30.9,6
94.7,770.7,24.5,6
40.2,706.3,37.7,6
97.4,873.5,21.8,6
42.2,679.8,35.0,6
80.4,743.7,25.5,6
16.5,936.6,37.1,6
72.4,654.5,18.6,6
15.7,744.1,39.2,6
35.5,629.1,23.2,6
82.6,640.8,21.3,6
41.6,609.8,34.7,6
31.6,863.0,21.6,6
33.5,832.3,25.4,6
31.4,844.2,18.0,6
16.0,692.5,30.8,6
56.9,695.1,35.5,6
48.5,744.1,20.7,6
69.0,924.1,29.3,6
52.0,894.5,36.6,6
15.5,890.2,30.8,6
77.8,803.4,21.2,6
48.5,653.7,18.4,6
71.3,860.9,19.8,6
11.8,964.0,36.1,6
60.5,950.7,31.0,6
46.3,640.2,25.7,6
98.5,671.4,22.3,6
65.4,674.9,21.7,6
51.7,811.9,31.0,6
67.3,857.5,31.4,6
16.7,669.0,35.4,6
12.2,913.2,40.8,6
29.7,875.5,24.5,6
34.6,795.5,33.4,6
50.4,717.2,23.4,6
15.3,749.7,32.0,6
81.9,863.1,19.6,6
61.7,775.7,22.3,6
65.5,807.1,27.2,6
59.8,716.7,23.8,6
40.3,924.1,26.2,6
60.4,601.9,20.9,6
23.5,677.4,35.1,6
42.5,794.7,40.0,6
82.0,867.2,19.4,6
2.8,671.5,30.7,6
89.8,923.2,25.5,6
46.8,708.2,26.3,6
54.7,1004.4,28.2,6
95.3,773.0,18.1,6
65.6,1006.3,36.8,6
94.3,773.5,40.4,6
48.5,809.5,39.0,6
62.8,1007.6,34.3,6
33.8,952.2,20.8,6
6.0,727.6,32.4,6
62.6,1022.6,19.3,6
82.2,772.2,18.5,6
14.8,656.0,35.2,6
88.6,860.3,34.2,6
66.3,988.9,35.7,6
42.6,749.1,21.2,6
84.9,963.2,23.4,6
55.9,748.6,34.4,6
37.6,931.3,25.1,6
0.3,809.9,23.2,6
16.8,729.7,23.6,6
2.0,712.0,29.8,6
13.9,904.2,32.8,6
46.3,754.2,20.9,6
38.7,945.8,25.0,6
21.2,800.7,26.9,6
81.7,673.5,30.7,6
60.4,969.9,24.1,6
74.9,859.6,23.5,6
80.3,945.5,23.1,6
19.4,732.2,32.7,6
48.9,933.9,31.4,6
66.3,939.7,34.5,6
91.0,916.1,26.5,6
37.7,689.8,39.2,6
93.4,786.7,20.5,6
37.4,663.8,19.1,6
13.0,998.6,40.1,6
75.1,757.9,27.0,6
22.6,605.2,29.3,6
8.1,604.4,34.3,6
47.4,678.2,39.0,6
74.2,975.4,40.1,6
36.4,817.8,39.1,6
50.9,831.3,33.2,6
7.9,679.6,19.7,6
18.8,941.3,22.4,6
2.8,766.0,35.2,6
82.2,995.8,32.7,6
93.4,896.0,34.6,6
88.5,793.3,25.9,6
40.6,871.4,32.1,6
8.0,951.3,35.3,6
69.5,773.6,33.4,6
69.4,729.4,29.1,6
7.7,683.6,36.3,6
31.4,935.1,34.8,6
47.8,939.9,34.8,6
54.4,987.7,23.3,6
92.9,780.5,26.1,6
80.8,1018.1,21.4,6
31.0,645.7,34.2,6
53.9,986.6,22.0,6
58.1,755.6,31.4,6
23.1,954.2,25.7,6
48.2,905.1,27.7,6
37.6,868.4,19.3,6
83.9,974.1,22.3,6
87.7,824.0,18.6,6
94.3,986.7,26.2,6
87.7,752.3,27.7,6
71.3,722.6,31.5,6
93.2,676.9,23.7,6
69.6,829.6,29.1,6
50.9,686.1,32.8,6
38.4,914.3,39.7,6
68.4,761.0,36.9,6
48.8,804.2,19.5,6
54.7,907.8,27.5,6
25.5,712.9,33.2,6
54.2,708.3,26.4,6
23.9,713.4,32.5,6
88.8,874.7,23.2,6
41.1,749.2,38.8,6
51.2,883.7,37.3,6
62.2,699.2,36.7,6
96.2,988.2,18.8,6
45.5,651.8,27.4,6
79.8,609.4,30.2,6
96.2,631.3,27.9,6
36.8,707.2,26.0,6
0.3,895.5,20.9,6
12.0,894.7,39.4,6
25.7,604.9,21.0,6
30.1,898.2,27.9,6
65.4,922.9,24.5,6
61.3,1010.4,28.4,6
95.9,977.3,31.9,6
62.5,711.0,27.4,6
66.4,931.0,32.4,6
17.2,827.7,25.3,6
86.5,931.6,21.2,6
79.8,735.6,33.4,6
47.9,1005.7,20.4,6
87.3,709.0,24.6,6
65.2,985.9,28.5,6
98.6,808.1,30.9,6
52.8,890.3,34.2,6
21.9,763.1,22.3,6
26.9,723.9,29.2,6
71.5,848.8,27.2,6
72.2,769.1,40.9,6
4.4,895.5,25.5,6
98.8,903.8,27.5,6
95.5,972.3,20.7,6
83.8,947.3,35.0,6
38.5,811.7,38.0,6
84.5,703.7,38.7,6
1.6,892.5,29.4,6
48.7,733.4,33.1,6
24.0,1002.2,34.4,6
35.6,970.1,28.3,6
49.5,714.7,22.8,6
58.3,647.9,25.2,6
74.1,816.0,19.3,6
64.1,806.2,31.6,6
38.1,622.1,25.4,6
16.3,907.2,28.6,6
39.6,742.8,40.2,6
16.6,961.9,31.1,6
40.5,982.2,38.6,6
9.1,998.1,40.3,6
26.7,984.3,32.0,6
86.1,726.4,34.9,6
52.0,986.9,19.0,6
37.9,808.2,25.6,6
57.6,1021.7,18.4,6
98.0,846.4,24.4,6
77.7,963.1,19.3,6
76.0,779.3,18.9,6
48.3,951.4,20.9,6
53.6,608.1,29.1,6
9.9,690.3,25.0,6
19.7,975.9,35.1,6
16.8,883.7,38.1,6
14.5,847.2,38.2,6
84.6,646.9,37.8,6
31.4,855.0,35.3,6
24.6,988.9,23.3,6
68.7,828.9,20.7,6
80.1,924.6,35.8,6
18.1,710.0,35.5,6
39.4,619.1,20.0,6
13.0,680.2,18.5,6
98.1,994.9,37.0,6
22.2,871.0,38.1,6
37.0,690.9,30.0,6
13.1,925.7,24.1,6
57.7,748.4,27.9,6
10.6,800.5,36.6,6
77.3,948.4,28.6,6
25.2,911.5,38.5,6
69.8,722.4,22.9,6
59.3,762.7,35.1,6
86.8,942.9,18.6,6
70.7,633.8,33.4,6
36.6,730.5,32.5,6
17.6,802.7,31.3,6
7.4,762.8,22.2,6
30.1,922.5,32.2,6
22.8,803.6,26.9,6
76.1,769.9,40.1,6
13.7,967.8,27.7,6
10.4,628.4,27.9,6
14.8,876.2,18.4,6
98.4,1007.4,26.6,6
51.8,1011.7,27.0,6
64.9,689.1,32.7,6
3.0,777.5,26.4,6
9.6,950.1,24.1,6
26.6,864.1,30.8,6
44.9,938.8,26.5,6
77.5,775.0,20.7,6
53.7,849.1,35.4,6
46.4,931.5,37.6,6
75.5,644.6,23.8,6
4.0,848.3,19.9,6
88.6,935.4,26.2,6
84.6,769.2,29.9,6
13.8,713.6,34.4,6
0.5,904.4,20.6,6
37.4,667.5,29.0,6
61.3,966.6,25.6,6
27.6,650.6,21.4,6
95.9,770.3,32.3,6
52.3,775.7,32.7,6
30.4,865.1,26.9,6
41.7,882.8,23.1,6
54.5,828.6,19.9,6
41.1,969.0,27.5,6
0.7,631.1,19.7,6
73.0,769.0,18.3,6
78.2,657.7,40.0,6
59.1,642.3,40.9,6
96.3,746.0,27.2,6
99.6,968.5,34.4,6
45.1,873.2,29.2,6
95.9,864.3,26.2,6
66.5,766.4,28.4,6
36.7,856.3,32.5,6
23.0,643.9,19.4,6
58.1,650.9,21.3,6
76.1,863.3,23.2,6
56.6,801.8,24.0,6
6.2,606.2,20.3,6
14.7,836.7,21.7,6
48.4,971.8,30.7,6
1.3,644.0,21.4,6
9.4,617.0,24.1,6
9.1,641.7,33.3,6
34.6,991.0,21.0,6
70.2,1007.4,38.7,6
59.2,757.7,28.0,6
63.0,818.7,20.3,6
22.7,811.2,35.6,6
88.5,883.5,22.6,6
51.7,817.6,20.5,6
44.9,644.0,22.8,6
33.0,889.4,27.1,6
7.8,751.5,30.2,6
83.8,644.7,27.4,6
91.2,675.5,29.3,6
85.2,813.3,27.6,6
96.9,866.5,30.4,6
49.2,747.7,25.6,6
4.9,731.6,19.7,6
85.3,743.3,35.7,6
41.0,876.5,31.6,6
34.8,698.9,36.9,6
92.2,782.0,19.1,6
73.2,719.1,36.0,6
68.7,632.2,34.6,6
82.8,755.5,29.9,6
90.1,883.1,20.4,6
79.8,1012.2,39.5,6
58.7,695.2,26.2,6
48.8,940.3,27.3,6
3.0,873.0,26.5,6
40.0,801.2,39.9,6
16.4,963.5,31.9,6
41.3,833.2,28.5,6
85.0,822.9,22.5,6
12.4,1014.2,36.5,6
76.2,675.0,28.6,6
26.8,976.8,20.5,6
22.3,1001.8,37.9,6
55.0,655.1,34.5,6
14.6,766.2,23.5,6
76.3,880.7,31.8,6
65.4,746.2,35.1,6
34.8,962.5,32.6,6
86.3,636.1,26.9,6
89.8,743.4,18.1,6
5.1,720.8,24.2,6
37.7,692.7,35.3,6
53.6,709.0,26.2,6
43.3,1022.8,24.8,6
90.6,730.9,37.4,6
31.9,938.8,38.6,6
45.7,856.1,35.7,6
70.5,747.4,37.4,6
93.6,846.0,40.3,6
19.7,967.2,38.6,6
45.3,702.9,22.2,6
64.0,784.9,36.1,6
11.1,637.4,28.0,6
36.5,985.1,28.3,6
12.4,753.3,29.3,6
33.8,1008.1,33.3,6
81.3,970.8,29.7,6
57.9,822.0,38.3,6
16.6,1018.1,21.1,6
9.2,713.7,36.9,6
81.8,667.4,33.0,6
19.1,805.6,35.5,6
23.1,665.1,37.1,6
65.5,683.0,18.6,6
52.4,767.5,39.5,6
20.4,876.5,38.7,6
80.5,683.7,33.4,6
40.3,1019.8,23.6,6
63.5,757.2,36.3,6
85.3,611.3,39.9,6
92.0,752.3,40.8,6
53.1,885.9,35.5,6
84.2,914.6,35.8,6
45.2,831.2,32.1,6
55.1,725.1,23.6,6
76.6,637.7,19.6,6
13.6,737.0,36.9,6
54.6,739.6,38.8,6
27.0,752.6,18.8,6
45.0,979.5,19.3,6
90.2,965.8,34.8,6
69.6,854.6,26.8,6
69.0,967.0,18.1,6
36.3,916.7,18.2,6
71.8,937.5,34.1,6
85.2,917.8,29.1,6
1.9,920.7,31.4,6
37.0,811.6,18.2,6
43.4,911.4,31.2,6
1.6,750.2,23.3,6
8.1,767.6,29.1,6
61.0,817.4,24.4,6
73.5,672.4,33.4,6
52.5,901.9,38.7,6
93.7,727.3,21.4,6
23.8,838.4,22.8,6
25.3,894.4,35.0,6
85.9,687.6,21.6,6
59.5,974.6,34.9,6
39.7,920.4,32.3,6
48.5,626.4,39.3,6
80.2,906.0,33.2,6
88.1,737.7,28.8,6
96.7,1007.4,20.4,6
77.3,735.2,28.8,6
37.7,751.4,26.4,6
74.1,618.7,37.9,6
26.6,998.5,39.2,6
53.9,960.1,20.0,6
33.3,678.2,24.4,6
64.0,832.5,22.7,6
54.5,720.3,21.4,6
79.4,923.4,37.2,6
51.1,999.6,24.3,6
70.7,621.5,19.4,6
52.5,1000.5,27.2,6
7.3,744.3,33.3,6
90.1,902.9,32.4,6
93.0,817.3,38.9,6
48.8,775.3,31.4,6
21.9,604.9,26.2,6
39.6,783.9,30.4,6
73.7,927.1,39.7,6
69.0,792.4,19.7,6
65.2,837.8,19.6,6
96.7,960.3,28.9,6
81.6,956.2,30.7,6
87.5,870.5,22.9,6
68.8,626.4,25.2,6
75.8,691.6,20.8,6
31.6,637.0,32.2,6
50.7,829.1,31.4,6
53.8,954.9,34.3,6
2.1,844.4,27.5,6
61.4,914.3,28.5,6
7.9,646.8,19.3,6
89.1,699.0,31.9,6
58.2,682.6,33.3,6
34.0,758.7,28.4,6
23.8,603.8,26.0,6
46.4,754.9,33.1,6
52.0,690.7,25.8,6
42.9,600.9,34.8,6
87.4,996.1,38.2,6
29.7,985.6,35.6,6
3.0,789.0,36.2,6
61.2,702.8,19.4,6
40.7,850.1,30.0,6
87.3,727.7,22.7,6
11.8,869.5,22.4,6
14.9,831.7,20.0,6
97.6,913.5,35.4,6
90.4,949.4,26.1,6
41.0,725.3,19.6,6
70.3,955.2,26.8,6
62.7,943.8,33.8,6
91.5,967.8,29.4,6
3.2,758.5,35.9,6
4.9,616.6,37.8,6
97.1,685.3,34.3,6
83.1,777.7,27.7,6
67.0,864.2,22.1,6
75.4,760.9,29.8,6
7.3,914.5,28.2,6
36.1,670.4,24.4,6
87.3,974.8,26.8,6
20.6,845.2,26.4,6
32.1,899.6,38.4,6
51.9,905.5,20.1,6
52.7,842.3,34.9,6
96.3,678.1,19.1,6
72.7,600.6,38.5,6
75.4,897.9,34.7,6
94.7,733.3,30.1,6
