temperature,soil,light,result
18.6,988.8,994.3,3
20.6,631.0,580.8,3
33.6,988.4,700.1,3
38.4,651.8,896.6,3
39.3,757.5,946.1,3
36.2,906.5,858.5,3
30.9,717.4,803.1,3
33.5,839.9,983.8,3
19.7,946.0,907.1,3
35.3,748.8,566.8,3
25.3,758.4,668.9,3
34.0,713.7,871.1,3
22.9,636.6,925.5,3
27.6,968.2,662.4,3
37.5,733.7,724.5,3
23.9,847.3,896.3,3
40.9,762.6,719.3,3
26.8,837.6,851.7,3
33.6,991.1,879.9,3
40.0,962.6,1022.8,3
40.6,876.0,621.5,3
37.0,781.7,642.7,3
31.2,852.9,861.3,3
30.9,855.0,897.3,3
38.6,666.9,789.6,3
40.2,720.1,991.7,3
40.3,875.8,903.4,3
35.0,734.8,879.4,3
18.5,735.4,726.6,3
33.6,615.3,665.7,3
31.5,718.8,870.6,3
27.6,836.2,987.2,3
21.4,791.1,1019.3,3
31.2,822.0,850.4,3
31.7,735.9,643.2,3
22.7,661.6,682.3,3
35.5,616.7,740.2,3
36.3,888.9,865.4,3
30.9,668.9,863.7,3
35.9,621.6,998.5,3
24.6,966.9,741.7,3
40.9,612.2,756.0,3
34.6,954.4,983.3,3
37.6,893.5,790.4,3
25.5,670.4,906.1,3
22.4,705.3,869.6,3
37.0,706.0,782.7,3
40.6,791.8,936.0,3
37.3,909.5,692.8,3
29.3,683.9,880.4,3
19.2,979.7,738.5,3
28.7,1017.7,687.2,3
19.3,671.5,738.3,3
21.3,914.0,722.4,3
27.3,918.3,979.9,3
28.8,703.9,784.9,3
40.8,911.8,760.3,3
28.4,847.8,768.0,3
36.3,890.8,902.1,3
36.2,905.1,934.5,3
28.3,895.0,921.7,3
39.4,954.0,804.6,3
29.4,632.2,897.4,3
28.3,610.9,852.4,3
22.4,715.9,671.2,3
31.2,734.5,796.8,3
32.7,602.7,768.2,3
22.7,889.7,809.0,3
28.1,871.7,582.7,3
25.2,774.6,733.5,3
22.8,700.1,685.6,3
20.5,1003.1,818.6,3
37.4,819.7,805.0,3
18.7,985.2,798.7,3
20.0,867.0,630.4,3
19.1,785.6,900.4,3
19.9,1021.1,696.7,3
24.3,950.0,813.0,3
22.2,613.3,898.0,3
32.0,777.6,666.1,3
24.9,1014.4,1019.4,3
39.0,873.0,813.9,3
22.3,750.1,827.1,3
27.1,981.8,878.5,3
18.9,843.7,729.8,3
28.3,705.1,916.7,3
37.2,637.2,683.4,3
22.3,960.8,639.5,3
34.2,681.4,633.5,3
29.8,902.3,986.2,3
34.3,960.8,588.0,3
33.1,1004.5,900.2,3
19.9,608.0,887.2,3
26.2,668.4,821.1,3
18.0,867.3,803.1,3
39.0,670.8,812.3,3
39.8,648.3,791.5,3
37.0,803.8,1001.7,3
31.5,743.3,955.8,3
38.8,719.8,1015.9,3
28.9,765.3,828.5,3
31.1,923.0,660.9,3
19.3,823.3,784.4,3
28.5,840.7,860.6,3
36.6,645.5,854.8,3
26.5,833.8,632.0,3
31.2,780.8,598.9,3
27.6,790.4,925.2,3
29.8,938.7,954.7,3
24.6,878.0,743.2,3
20.7,764.2,887.2,3
20.6,969.9,674.2,3
20.1,963.1,910.7,3
26.8,788.5,735.9,3
22.3,701.9,862.4,3
24.3,716.9,602.3,3
26.0,952.0,627.0,3
38.5,873.2,722.9,3
35.5,639.6,647.1,3
21.3,631.8,718.5,3
27.8,713.3,903.8,3
39.8,924.9,588.7,3
36.9,830.0,676.8,3
20.8,899.0,598.9,3
32.5,786.5,774.4,3
23.1,853.3,649.9,3
36.8,802.7,818.1,3
20.3,634.4,777.5,3
38.4,990.2,737.5,3
36.4,864.2,655.9,3
31.3,687.1,800.0,3
24.0,707.0,1009.8,3
37.9,977.5,964.7,3
24.2,961.7,989.0,3
33.9,956.5,707.6,3
25.6,922.4,771.7,3
30.9,954.8,621.7,3
34.9,966.6,924.5,3
32.9,881.2,618.8,3
20.6,963.5,583.5,3
26.0,931.6,957.1,3
29.8,813.0,645.5,3
30.0,704.3,1012.2,3
38.3,759.9,566.3,3
27.1,707.7,1002.9,3
39.4,874.7,610.0,3
32.9,782.0,963.1,3
38.8,974.2,748.8,3
38.5,661.2,982.7,3
22.1,992.2,843.4,3
39.7,863.1,735.4,3
30.5,626.2,692.8,3
25.9,636.6,892.3,3
24.3,686.3,998.6,3
23.5,848.8,827.5,3
28.8,831.8,990.4,3
36.0,845.6,865.9,3
34.7,734.6,999.0,3
26.6,721.4,561.3,3
18.4,802.9,694.7,3
18.1,649.1,583.7,3
28.0,842.1,866.4,3
23.6,706.2,649.8,3
34.2,966.6,571.5,3
30.3,967.3,571.6,3
32.8,716.7,932.5,3
28.7,879.6,873.9,3
33.9,780.9,937.8,3
18.3,940.9,940.7,3
30.7,769.8,646.1,3
29.4,617.1,686.0,3
18.2,942.4,869.9,3
30.4,611.2,991.6,3
22.2,602.9,849.1,3
39.6,937.0,826.6,3
18.7,641.2,1011.2,3
24.9,635.5,595.1,3
32.9,725.4,895.0,3
23.6,661.3,565.9,3
29.1,997.0,693.7,3
30.0,905.4,917.7,3
35.8,630.0,794.7,3
36.9,815.3,706.6,3
25.6,940.2,591.4,3
34.0,837.4,583.7,3
40.0,730.2,918.3,3
39.2,938.0,840.2,3
21.1,894.6,991.0,3
26.4,969.6,623.3,3
24.8,712.3,806.2,3
27.3,1018.1,642.2,3
25.2,817.7,592.0,3
39.5,996.5,570.5,3
19.4,813.3,937.4,3
29.3,633.8,766.8,3
33.4,925.7,645.2,3
33.6,711.0,984.7,3
34.0,680.3,633.6,3
29.3,834.3,985.6,3
40.1,880.9,825.8,3
20.2,1003.5,940.8,3
25.8,906.2,731.0,3
37.8,621.5,624.4,3
23.4,713.7,698.5,3
24.4,697.7,949.4,3
40.9,908.5,945.0,3
38.3,1007.1,586.2,3
22.1,952.5,730.3,3
31.1,616.9,775.9,3
26.9,652.5,946.7,3
38.5,718.2,868.0,3
20.1,840.4,978.6,3
39.3,877.4,902.5,3
30.8,821.3,558.8,3
37.0,997.9,675.2,3
31.1,828.8,607.7,3
23.9,800.5,553.6,3
28.6,744.7,753.1,3
25.0,724.8,848.4,3
40.1,938.9,856.7,3
18.0,915.1,744.3,3
32.5,810.6,670.5,3
18.8,965.6,610.5,3
38.5,647.7,794.1,3
26.2,778.0,717.2,3
30.5,772.3,934.5,3
33.1,1018.8,635.1,3
33.0,932.4,652.9,3
30.1,871.5,867.9,3
19.4,999.0,766.8,3
34.1,989.8,599.9,3
19.5,848.8,1010.1,3
27.4,956.3,862.1,3
18.3,836.9,869.2,3
26.0,621.6,1007.7,3
28.4,943.3,880.3,3
34.2,643.2,576.6,3
40.8,1013.7,770.5,3
40.7,778.2,620.8,3
35.3,673.0,836.1,3
22.7,606.8,819.7,3
30.4,750.5,963.6,3
25.9,1003.2,908.5,3
21.2,740.3,632.8,3
27.7,621.2,840.2,3
31.4,739.4,920.2,3
23.8,967.0,977.7,3
40.9,945.2,607.9,3
27.5,810.9,944.6,3
20.4,822.9,664.5,3
33.8,944.2,979.1,3
19.1,725.8,599.4,3
31.5,608.1,639.8,3
28.1,788.3,920.8,3
27.7,626.9,859.6,3
22.8,800.7,995.7,3
29.0,883.3,674.4,3
29.6,1019.2,847.8,3
22.5,678.0,896.6,3
25.5,803.5,839.1,3
22.7,957.0,858.5,3
31.2,693.0,708.3,3
40.9,633.5,575.5,3
21.7,605.5,769.7,3
40.4,857.6,911.7,3
25.0,790.4,836.9,3
27.0,995.0,946.2,3
32.7,604.3,976.4,3
20.2,670.7,946.6,3
18.5,1013.6,909.9,3
20.2,887.7,926.4,3
36.4,966.5,692.1,3
29.1,963.1,768.5,3
33.4,680.4,835.8,3
29.9,904.6,908.7,3
19.6,790.3,786.7,3
39.7,946.5,1007.1,3
38.1,815.9,759.8,3
21.3,731.8,783.2,3
32.6,718.6,770.1,3
20.6,633.3,636.5,3
25.7,667.7,910.6,3
34.8,907.6,984.6,3
19.6,828.6,608.4,3
36.4,672.1,959.9,3
32.0,728.6,819.8,3
27.3,672.4,645.3,3
39.2,750.8,770.0,3
34.5,770.8,708.2,3
27.2,986.2,613.7,3
30.5,823.8,699.3,3
19.0,987.4,978.0,3
30.8,811.8,724.1,3
21.3,691.2,800.0,3
25.4,611.3,698.8,3
27.6,601.2,816.3,3
34.5,641.8,692.8,3
23.7,806.1,837.8,3
19.8,889.9,975.2,3
37.7,929.5,669.5,3
33.6,925.7,913.8,3
22.9,872.6,594.7,3
20.0,718.9,956.9,3
30.1,927.0,550.3,3
23.1,863.9,629.9,3
22.6,973.0,793.4,3
34.9,959.8,912.5,3
37.0,693.8,956.4,3
38.1,851.2,659.0,3
29.3,648.8,742.2,3
26.4,710.0,887.6,3
33.6,978.0,784.2,3
38.6,858.4,734.7,3
31.7,924.6,554.6,3
35.8,991.7,981.3,3
24.0,994.5,706.9,3
35.7,699.5,719.4,3
36.4,756.1,885.3,3
20.8,824.4,879.8,3
38.5,904.0,1010.5,3
35.0,871.1,562.5,3
28.9,654.0,723.2,3
30.3,769.0,942.7,3
39.0,910.5,616.9,3
23.9,892.8,866.7,3
38.7,848.0,744.8,3
20.6,677.6,707.3,3
37.0,766.4,824.1,3
38.4,622.6,952.0,3
24.8,610.7,766.2,3
21.2,930.6,959.0,3
35.9,827.1,697.5,3
20.1,797.2,977.2,3
26.3,981.2,553.3,3
39.7,653.9,801.6,3
35.6,1008.6,870.9,3
21.7,995.0,665.0,3
39.8,1021.8,729.2,3
37.3,744.3,589.0,3
26.8,611.0,903.8,3
27.5,671.5,621.0,3
18.9,1020.1,858.9,3
34.0,1017.4,875.9,3
39.4,856.1,829.3,3
36.9,988.7,757.0,3
36.5,791.2,769.7,3
34.8,717.9,651.8,3
26.4,685.2,808.5,3
39.4,959.8,964.2,3
38.5,615.0,655.7,3
32.3,699.2,936.0,3
18.6,758.5,970.0,3
30.8,923.7,717.2,3
24.3,859.6,620.6,3
31.8,929.2,874.0,3
31.3,644.7,653.2,3
20.6,755.5,824.5,3
37.1,759.8,922.0,3
20.7,966.2,978.4,3
18.3,960.9,776.1,3
39.3,950.1,592.2,3
20.9,750.0,739.9,3
25.4,793.1,874.1,3
39.4,669.4,655.8,3
35.0,693.8,802.3,3
18.3,775.2,634.8,3
29.6,985.3,616.7,3
26.8,830.9,914.4,3
28.6,934.4,860.2,3
33.6,638.7,773.2,3
29.5,913.8,983.8,3
30.5,739.1,968.7,3
32.1,1013.0,873.2,3
18.3,964.1,801.2,3
28.1,872.6,947.2,3
27.1,971.7,852.7,3
19.5,836.6,854.7,3
21.8,712.1,735.5,3
24.3,754.6,758.3,3
20.6,745.6,796.4,3
30.1,865.2,552.6,3
27.6,674.1,808.2,3
32.8,965.2,993.6,3
38.4,612.5,699.5,3
26.1,795.1,735.0,3
22.4,756.0,907.1,3
29.6,990.2,740.4,3
37.8,726.0,876.6,3
28.0,955.3,976.2,3
25.0,703.9,825.9,3
38.5,678.4,742.8,3
22.8,900.8,631.2,3
27.1,657.4,875.2,3
32.9,793.1,863.4,3
40.4,918.9,785.8,3
21.9,971.8,884.6,3
26.2,983.8,859.4,3
19.4,691.4,713.5,3
23.3,981.6,761.0,3
36.3,872.0,778.1,3
32.3,895.6,755.8,3
28.4,699.2,790.9,3
22.6,883.0,663.4,3
33.3,919.7,944.5,3
35.7,611.3,992.4,3
34.5,812.8,624.7,3
25.4,996.2,914.1,3
19.9,632.8,931.1,3
29.3,766.0,793.9,3
20.5,1005.2,712.2,3
32.3,731.9,854.7,3
23.7,874.3,685.7,3
34.3,787.2,820.0,3
34.8,961.3,853.1,3
32.6,875.6,818.8,3
22.1,910.8,713.4,3
18.4,875.4,826.3,3
20.8,968.7,817.7,3
24.4,741.8,689.0,3
27.3,839.6,720.5,3
27.3,996.8,809.9,3
21.5,910.0,973.0,3
25.6,647.0,658.0,3
31.7,783.9,702.1,3
39.9,842.5,863.3,3
28.8,682.8,945.6,3
36.1,911.3,758.9,3
34.5,627.7,970.2,3
25.6,1017.9,723.1,3
29.7,986.1,774.1,3
25.2,681.1,608.6,3
32.1,685.7,662.9,3
23.2,760.5,713.9,3
23.1,988.8,822.3,3
34.7,904.9,662.3,3
18.7,666.3,652.3,3
37.0,970.3,996.8,3
21.9,872.2,845.4,3
18.8,1010.8,925.3,3
24.3,653.4,692.2,3
34.3,739.0,748.3,3
22.5,655.8,649.8,3
27.8,881.0,950.5,3
40.9,903.6,849.2,3
31.5,958.2,810.9,3
31.8,965.5,968.6,3
33.5,684.1,648.5,3
20.3,1009.3,655.7,3
38.2,902.1,789.5,3
19.5,642.6,652.9,3
21.2,839.1,762.9,3
35.1,1018.3,889.9,3
19.7,886.6,603.4,3
33.5,971.8,638.9,3
29.7,728.2,733.0,3
36.0,957.5,946.3,3
39.4,694.1,580.3,3
20.9,904.1,908.5,3
20.7,703.9,858.5,3
22.4,733.4,852.6,3
31.0,912.0,749.2,3
29.4,844.3,641.6,3
31.5,962.2,758.2,3
23.5,618.0,595.6,3
22.5,845.2,624.5,3
35.4,890.8,998.1,3
40.1,742.5,920.6,3
26.6,916.7,795.8,3
22.5,803.2,982.0,3
37.8,768.5,581.3,3
27.4,907.5,669.7,3
23.8,807.1,1015.2,3
22.5,992.8,733.7,3
25.7,916.4,612.7,3
25.4,731.1,891.0,3
29.2,603.6,992.5,3
37.6,644.3,660.2,3
30.5,908.5,807.2,3
19.5,890.7,1007.3,3
32.1,954.1,713.4,3
31.7,712.9,687.3,3
36.8,903.4,745.3,3
35.8,752.9,975.6,3
26.5,622.6,681.9,3
31.9,959.6,903.9,3
29.7,826.2,997.4,3
18.6,980.7,895.6,3
30.9,925.9,598.5,3
18.9,697.3,796.2,3
25.9,694.3,615.0,3
21.0,669.8,756.4,3
38.9,1003.2,881.4,3
21.8,997.5,649.0,3
36.5,742.7,756.5,3
22.7,914.5,723.8,3
34.6,953.9,979.9,3
30.3,752.0,674.4,3
25.5,1000.3,809.6,3
40.5,970.8,654.8,3
40.3,803.8,674.8,3
24.7,735.7,935.3,3
25.7,832.1,901.7,3
21.0,886.0,816.2,3
41.0,991.0,707.3,3
40.7,835.4,643.8,3
21.8,814.0,901.7,3
25.8,736.5,947.2,3
40.9,767.3,950.5,3
32.5,640.6,706.4,3
38.4,789.3,811.6,3
29.5,818.1,745.7,3
37.0,806.1,890.0,3
37.4,731.1,748.0,3
33.4,799.1,1003.2,3
26.4,875.9,786.1,3
20.4,612.6,571.3,3
34.1,734.7,1019.4,3
31.2,902.8,944.4,3
28.4,662.4,956.5,3
34.0,806.1,805.6,3
28.5,866.7,1003.0,3
21.8,607.9,636.2,3
31.6,798.4,606.7,3
39.3,751.3,749.9,3
30.4,813.1,803.1,3
38.5,686.8,871.6,3
18.1,908.5,1003.5,3
32.7,814.4,931.3,3
21.6,863.9,737.9,3
35.6,947.8,915.4,3
22.4,604.8,913.7,3
33.8,886.1,939.7,3
30.9,1016.3,698.9,3
31.6,766.2,1013.9,3
36.2,849.8,904.7,3
40.5,1015.5,823.2,3
18.7,997.5,631.5,3
29.7,706.3,730.3,3
29.4,857.4,835.1,3
27.6,655.1,717.2,3
36.6,975.1,1010.0,3
26.5,965.1,986.4,3
18.7,788.7,820.7,3
19.5,879.8,722.1,3
37.0,907.5,928.3,3
38.7,749.3,988.6,3
29.9,856.5,703.9,3
27.8,676.8,585.3,3
18.0,934.0,839.9,3
25.4,965.1,584.7,3
34.9,624.8,881.2,3
33.9,634.5,1009.1,3
28.8,970.6,965.9,3
30.4,985.4,640.2,3
22.2,714.5,970.7,3
33.4,786.3,572.8,3
30.9,674.3,759.7,3
21.7,908.0,1020.7,3
39.4,721.7,559.6,3
34.0,678.5,722.5,3
35.3,793.1,950.8,3
25.1,997.8,1011.7,3
22.7,905.5,616.0,3
24.8,734.0,956.9,3
28.6,654.1,950.3,3
23.8,957.0,828.4,3
20.7,662.6,988.7,3
39.7,751.9,636.6,3
38.7,915.1,662.3,3
32.3,855.6,652.6,3
21.5,681.2,845.5,3
37.6,718.4,614.2,3
30.7,1016.8,899.0,3
25.5,945.1,1004.1,3
21.2,704.7,568.3,3
37.9,832.2,978.9,3
27.5,652.2,984.6,3
19.2,872.0,650.2,3
36.3,805.8,582.7,3
36.7,610.4,940.1,3
36.3,812.6,831.1,3
21.7,879.5,943.6,3
39.2,783.1,935.8,3
39.1,677.3,965.4,3
21.2,817.0,975.6,3
37.8,686.4,635.3,3
27.9,954.3,736.8,3
22.8,806.8,920.1,3
40.7,696.6,915.5,3
38.7,777.2,568.1,3
25.5,954.9,885.3,3
22.2,906.8,726.5,3
26.3,638.9,728.9,3
23.3,769.9,848.4,3
25.4,1004.7,875.3,3
37.3,610.3,819.1,3
30.1,975.7,611.1,3
37.6,839.1,671.9,3
23.2,833.7,989.1,3
30.4,761.6,646.3,3
31.4,882.5,893.1,3
31.6,920.7,621.1,3
18.4,898.4,566.4,3
32.6,729.8,694.9,3
33.6,1022.9,889.1,3
32.6,748.2,849.9,3
28.7,900.0,574.2,3
38.7,828.7,798.8,3
39.1,742.3,891.2,3
31.3,1012.3,601.6,3
23.0,844.7,661.7,3
25.2,714.1,779.9,3
24.3,749.3,825.5,3
36.4,683.9,952.6,3
35.7,746.1,1002.9,3
33.9,602.2,647.7,3
29.4,747.1,778.7,3
18.3,962.3,752.3,3
20.0,842.6,622.8,3
20.2,827.1,781.1,3
20.0,729.5,644.8,3
40.0,1007.0,645.1,3
21.1,960.3,948.6,3
32.7,811.7,767.2,3
24.6,1007.9,698.9,3
28.8,806.3,768.8,3
21.0,785.4,966.5,3
23.7,950.6,727.0,3
19.9,966.2,570.5,3
18.3,628.1,826.5,3
30.8,1006.5,671.6,3
38.2,626.1,966.7,3
29.7,673.5,978.3,3
38.4,803.3,620.4,3
26.8,955.6,794.2,3
34.5,769.7,948.2,3
23.4,786.7,552.9,3
40.7,676.2,676.6,3
36.8,738.9,772.5,3
34.5,778.2,984.7,3
28.8,894.9,809.9,3
39.3,940.0,585.8,3
35.5,994.3,675.2,3
32.4,625.2,669.1,3
39.0,975.0,565.0,3
29.5,848.0,702.2,3
34.9,945.4,554.2,3
30.9,909.4,972.7,3
37.4,635.5,783.9,3
36.7,718.1,716.8,3
34.3,829.6,654.1,3
38.3,1021.3,851.5,3
34.0,1015.4,739.2,3
19.9,631.7,914.6,3
35.8,682.0,632.3,3
35.3,1004.3,773.6,3
28.8,819.5,953.0,3
31.0,628.7,1004.7,3
22.9,983.5,574.2,3
39.0,907.7,919.9,3
27.4,932.6,976.1,3
37.7,723.9,786.0,3
31.9,756.1,762.7,3
25.0,755.6,836.2,3
33.0,861.9,956.0,3
29.1,629.8,1002.5,3
35.6,756.8,845.1,3
32.1,809.2,740.3,3
26.2,762.7,952.2,3
24.4,940.6,661.8,3
18.9,689.4,869.9,3
22.8,801.1,799.5,3
27.5,761.5,777.7,3
33.2,838.0,936.9,3
22.5,764.3,875.9,3
21.6,608.2,845.4,3
38.3,791.1,944.6,3
25.2,941.7,1014.1,3
27.3,690.8,905.5,3
34.7,650.1,653.9,3
23.0,999.2,949.1,3
30.5,620.5,614.8,3
30.2,815.0,917.1,3
22.9,982.4,570.3,3
36.1,645.3,952.5,3
32.2,660.2,564.6,3
28.4,814.8,564.3,3
38.9,747.3,1009.1,3
25.5,670.1,997.5,3
26.9,851.8,950.4,3
23.9,701.8,559.2,3
31.8,866.0,728.7,3
30.3,708.8,810.4,3
20.3,664.4,877.5,3
25.9,604.1,713.7,3
20.7,609.9,823.8,3
24.7,621.8,931.4,3
38.8,773.1,791.7,3
18.6,688.9,659.2,3
34.3,725.8,622.3,3
27.9,945.0,753.4,3
37.1,802.8,867.4,3
37.0,621.0,996.5,3
36.8,708.5,618.6,3
26.6,813.8,866.7,3
39.0,649.8,639.3,3
35.2,673.5,963.2,3
29.0,694.3,965.4,3
24.4,873.9,825.6,3
37.3,790.8,683.5,3
39.2,870.2,734.5,3
19.7,600.7,610.3,3
22.1,849.8,741.4,3
26.8,986.5,893.7,3
40.5,609.1,912.4,3
30.5,753.6,623.2,3
37.1,819.3,856.0,3
39.6,901.8,799.9,3
34.6,851.1,731.9,3
39.9,794.5,689.1,3
25.3,938.3,743.0,3
21.2,861.7,706.9,3
18.2,712.8,861.1,3
32.4,990.1,602.2,3
27.5,980.5,831.7,3
18.8,954.9,754.9,3
33.0,981.0,563.8,3
23.4,940.0,990.5,3
30.2,702.3,940.8,3
30.9,643.2,652.6,3
39.5,809.3,602.8,3
29.7,1005.3,969.3,3
19.4,720.5,777.5,3
29.0,713.6,557.7,3
19.3,962.4,838.5,3
30.7,1003.5,682.2,3
38.4,896.4,620.1,3
31.7,1006.9,698.6,3
30.1,739.4,641.6,3
37.9,742.4,778.8,3
20.1,808.2,592.1,3
33.9,917.4,795.8,3
30.0,866.5,844.3,3
18.7,625.8,922.7,3
28.9,729.9,901.4,3
20.5,733.1,774.0,3
30.2,691.2,719.0,3
20.0,600.8,892.0,3
35.5,720.6,593.4,3
31.8,689.1,800.6,3
29.8,914.5,646.2,3
36.5,606.1,786.0,3
23.7,635.6,587.9,3
31.4,757.2,809.2,3
30.9,806.0,870.4,3
33.3,846.4,598.5,3
20.0,955.0,897.2,3
37.6,843.3,958.4,3
33.9,804.4,634.1,3
30.7,741.0,829.7,3
39.9,793.5,683.1,3
22.4,830.7,560.8,3
29.4,774.5,589.2,3
43.6,507.7,178.7,4
49.7,370.3,271.4,4
42.5,271.8,452.6,4
42.6,301.2,179.7,4
58.7,273.0,450.4,4
51.3,455.0,167.7,4
53.2,547.0,514.8,4
50.4,599.4,194.9,4
52.3,322.9,304.9,4
57.9,411.4,451.4,4
54.7,419.8,274.8,4
54.5,390.8,363.4,4
41.5,530.9,457.1,4
57.5,437.0,267.2,4
48.4,452.9,264.9,4
53.4,395.4,241.3,4
44.0,454.6,448.2,4
41.5,396.5,299.8,4
54.1,510.5,425.4,4
48.5,350.6,518.2,4
58.1,564.4,493.5,4
53.4,500.2,313.3,4
57.2,503.5,288.4,4
44.6,262.6,444.7,4
51.2,412.6,477.9,4
46.9,457.4,493.2,4
59.2,577.8,276.7,4
59.6,489.3,322.0,4
47.2,407.0,203.7,4
43.1,354.5,285.5,4
51.9,341.5,350.6,4
44.6,284.6,478.0,4
48.7,298.8,259.3,4
46.3,452.6,387.7,4
58.4,336.2,346.8,4
48.0,358.3,381.8,4
55.3,433.7,413.1,4
45.4,442.2,227.5,4
48.5,333.4,342.3,4
46.4,266.0,351.0,4
52.1,529.7,254.3,4
49.5,307.3,450.6,4
44.2,490.4,467.5,4
52.4,388.4,255.3,4
43.0,574.6,365.6,4
51.3,569.4,194.1,4
52.1,373.3,398.9,4
58.3,257.8,359.5,4
49.8,418.4,232.0,4
54.5,409.2,276.9,4
41.2,532.7,290.4,4
45.6,471.0,360.7,4
59.9,391.7,273.7,4
51.5,382.5,384.6,4
44.4,252.6,172.0,4
53.2,421.3,370.0,4
59.7,435.9,177.5,4
46.1,560.9,463.1,4
44.6,380.5,371.5,4
44.4,418.8,320.7,4
51.2,400.0,320.8,4
59.7,308.8,449.1,4
45.1,329.9,287.9,4
41.8,519.0,247.0,4
53.1,493.4,505.5,4
55.4,309.9,215.1,4
52.6,405.2,218.4,4
51.0,300.5,499.9,4
50.6,436.5,455.5,4
53.0,397.1,329.6,4
46.7,330.3,502.2,4
42.0,594.4,223.9,4
45.1,515.4,484.6,4
47.2,403.7,542.6,4
42.5,387.9,265.8,4
52.7,421.6,393.4,4
52.0,260.7,546.6,4
46.1,285.6,511.2,4
43.5,281.4,439.1,4
45.0,318.4,228.6,4
46.7,495.7,194.4,4
49.8,344.7,503.1,4
44.6,582.4,524.9,4
43.1,369.6,492.6,4
46.8,410.3,375.8,4
44.4,254.1,395.8,4
56.4,365.4,262.8,4
48.9,494.7,379.0,4
58.6,536.7,202.4,4
56.7,445.8,491.9,4
58.8,534.9,405.2,4
53.0,323.2,421.5,4
46.5,461.4,245.3,4
58.3,467.6,378.3,4
53.8,499.7,322.5,4
43.3,311.0,296.9,4
54.1,376.8,338.4,4
54.1,434.2,508.2,4
45.2,295.3,321.0,4
52.8,594.8,468.4,4
48.8,419.6,431.1,4
43.5,482.2,339.1,4
43.9,361.1,203.5,4
44.6,594.2,389.2,4
48.8,569.6,381.1,4
53.0,410.0,436.8,4
55.9,318.6,250.3,4
57.7,292.2,264.9,4
48.3,287.0,472.5,4
44.2,439.5,527.2,4
45.1,454.0,538.8,4
58.7,533.3,401.7,4
54.0,498.8,445.8,4
52.5,278.5,549.7,4
54.2,588.1,497.7,4
51.1,310.8,198.0,4
52.8,296.6,439.3,4
46.7,580.4,310.8,4
59.3,282.1,166.6,4
45.3,451.0,313.0,4
47.2,409.7,537.8,4
59.9,267.4,400.5,4
52.5,529.4,181.8,4
57.1,506.4,525.8,4
59.5,402.8,267.2,4
53.3,255.5,359.8,4
47.4,300.5,232.4,4
50.9,304.2,297.5,4
58.9,316.2,394.8,4
54.0,563.1,154.1,4
59.5,432.3,443.1,4
47.4,329.4,501.5,4
46.3,273.0,199.4,4
56.5,538.9,289.8,4
53.8,564.2,301.2,4
52.1,363.7,304.1,4
41.9,356.0,527.3,4
43.5,547.0,456.6,4
44.7,545.2,404.7,4
54.6,474.7,516.0,4
42.6,499.5,379.2,4
43.7,531.3,176.2,4
49.6,371.8,183.5,4
47.3,555.9,403.6,4
59.9,363.4,450.6,4
52.0,303.1,302.7,4
53.1,319.7,517.5,4
52.9,339.0,505.6,4
54.6,550.1,284.2,4
56.6,263.7,181.9,4
50.5,520.4,281.8,4
53.8,463.2,395.4,4
52.0,505.7,542.7,4
58.7,520.1,395.2,4
45.9,466.4,376.6,4
41.6,525.3,251.8,4
43.2,483.9,345.4,4
46.8,252.8,160.1,4
59.2,474.5,209.9,4
56.3,256.0,344.8,4
51.2,443.0,349.0,4
59.8,405.7,338.8,4
59.6,573.8,419.6,4
57.9,532.0,504.8,4
42.2,420.7,504.6,4
57.1,374.5,517.9,4
44.4,504.3,206.1,4
46.8,416.1,336.2,4
59.7,449.0,334.5,4
52.7,408.5,158.4,4
55.6,457.3,301.7,4
49.4,370.8,301.7,4
53.5,530.4,441.9,4
42.1,437.9,364.3,4
54.9,445.4,232.5,4
44.0,481.0,398.8,4
49.8,393.5,229.9,4
57.5,436.4,211.2,4
56.2,421.0,234.9,4
57.7,258.2,312.2,4
45.4,539.8,477.4,4
55.9,502.4,528.7,4
45.8,426.1,518.5,4
43.1,473.1,314.5,4
45.9,283.6,428.8,4
42.1,494.9,403.6,4
51.1,259.3,376.8,4
53.5,492.6,237.1,4
41.7,408.8,407.4,4
49.8,577.9,324.9,4
57.4,595.4,465.7,4
52.5,568.6,364.0,4
55.3,493.4,481.5,4
54.1,402.2,171.2,4
50.5,280.5,546.9,4
54.4,405.4,295.8,4
51.2,257.4,170.8,4
59.9,372.0,212.3,4
49.1,322.0,271.2,4
46.7,288.5,368.9,4
54.0,576.0,454.0,4
45.5,339.7,544.5,4
45.1,555.5,175.3,4
52.3,286.1,405.4,4
45.3,396.3,157.7,4
56.1,421.0,260.8,4
44.2,327.7,434.8,4
47.5,467.4,350.9,4
55.9,459.1,468.8,4
47.6,491.6,184.5,4
56.6,352.8,210.7,4
53.8,564.5,434.5,4
44.1,484.4,547.2,4
41.5,487.2,463.4,4
45.1,504.7,302.8,4
49.0,554.0,269.5,4
55.1,424.1,304.2,4
59.5,504.0,381.5,4
56.2,565.8,263.9,4
47.3,467.5,409.8,4
45.3,309.0,267.8,4
58.9,256.0,283.7,4
45.6,273.6,468.1,4
58.8,432.3,379.7,4
45.1,527.2,369.1,4
49.7,423.0,521.4,4
47.7,450.6,508.0,4
60.0,338.3,223.5,4
55.9,363.9,512.3,4
50.2,396.4,383.8,4
53.2,537.4,267.9,4
